date,short_date,year,month,doy,day,hour,ind,rain,ind_1,temp,ind_2,wetb,dewpt,vappr,rhum,msl,ind_3,wdsp,ind_4,wddir,sun,sol_rad,stna,stno,height,lat,long
2016-01-01T00:00:00Z,2016-01-01,2016,1,1,1,0,0,0,0,0.6,0,0,-1.1,5.7,88,1015.9,2,6,2,180,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-01T01:00:00Z,2016-01-01,2016,1,1,1,1,0,0,0,0.5,0,-0.1,-1.2,5.6,88,1015.7,2,6,2,170,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-01T02:00:00Z,2016-01-01,2016,1,1,1,2,0,0,0,0.3,0,-0.4,-1.6,5.4,86,1016,2,6,2,170,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-01T03:00:00Z,2016-01-01,2016,1,1,1,3,0,0,0,0.7,0,-0.2,-1.8,5.3,83,1015.8,2,5,2,160,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-01T04:00:00Z,2016-01-01,2016,1,1,1,4,0,0,0,1.1,0,0.1,-1.9,5.3,80,1015.6,2,5,2,160,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-01T05:00:00Z,2016-01-01,2016,1,1,1,5,0,0,0,1.4,0,0.4,-1.5,5.5,80,1015,2,6,2,140,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-01T06:00:00Z,2016-01-01,2016,1,1,1,6,0,0,0,1.5,0,0.6,-1.1,5.6,83,1014.2,2,6,2,120,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-01T07:00:00Z,2016-01-01,2016,1,1,1,7,0,0,0,2.3,0,1.4,-0.1,6.1,84,1013.6,2,6,2,120,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-01T08:00:00Z,2016-01-01,2016,1,1,1,8,0,0,0,2.9,0,2,0.5,6.3,83,1012.5,2,7,2,110,NA,0.002,Dunsany,1375,83,53.51,-6.656
2016-01-01T09:00:00Z,2016-01-01,2016,1,1,1,9,0,0,0,4.4,0,3.3,1.6,6.8,81,1011.7,2,9,2,110,NA,0.036,Dunsany,1375,83,53.51,-6.656
2016-01-01T10:00:00Z,2016-01-01,2016,1,1,1,10,0,0.1,0,5,0,4.2,3,7.6,86,1010.6,2,8,2,120,NA,0.103,Dunsany,1375,83,53.51,-6.656
2016-01-01T11:00:00Z,2016-01-01,2016,1,1,1,11,0,0.1,0,7,0,5.7,4,8.1,81,1009,2,10,2,120,NA,0.12,Dunsany,1375,83,53.51,-6.656
2016-01-01T12:00:00Z,2016-01-01,2016,1,1,1,12,0,0,0,7.5,0,6,4,8.1,78,1007.4,2,13,2,130,NA,0.142,Dunsany,1375,83,53.51,-6.656
2016-01-01T13:00:00Z,2016-01-01,2016,1,1,1,13,0,0,0,7.1,0,6,4.5,8.4,83,1005.3,2,15,2,130,NA,0.206,Dunsany,1375,83,53.51,-6.656
2016-01-01T14:00:00Z,2016-01-01,2016,1,1,1,14,0,0,0,7.2,0,6.2,5,8.7,86,1003.1,2,17,2,120,NA,0.156,Dunsany,1375,83,53.51,-6.656
2016-01-01T15:00:00Z,2016-01-01,2016,1,1,1,15,0,0,0,7.6,0,6.7,5.4,9,86,1001.6,2,19,2,130,NA,0.073,Dunsany,1375,83,53.51,-6.656
2016-01-01T16:00:00Z,2016-01-01,2016,1,1,1,16,0,0,0,8,0,7.1,6,9.4,87,1000.5,2,17,2,120,NA,0.002,Dunsany,1375,83,53.51,-6.656
2016-01-01T17:00:00Z,2016-01-01,2016,1,1,1,17,0,0.1,0,8,0,7.4,6.7,9.8,91,999.6,2,17,2,120,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-01T18:00:00Z,2016-01-01,2016,1,1,1,18,0,0,0,8.4,0,7.6,6.7,9.8,89,998.7,2,16,2,120,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-01T19:00:00Z,2016-01-01,2016,1,1,1,19,0,0,0,8.5,0,7.5,6.4,9.6,87,998.2,2,15,2,120,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-01T20:00:00Z,2016-01-01,2016,1,1,1,20,0,0,0,8.3,0,7.6,6.8,9.9,90,997.4,2,15,2,120,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-01T21:00:00Z,2016-01-01,2016,1,1,1,21,0,0.2,0,8.2,0,7.2,6,9.4,86,996.4,2,15,2,120,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-01T22:00:00Z,2016-01-01,2016,1,1,1,22,0,0,0,8.2,0,7.5,6.6,9.8,89,995.4,2,16,2,120,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-01T23:00:00Z,2016-01-01,2016,1,1,1,23,0,0,0,8.3,0,7.4,6.3,9.6,87,994.9,2,16,2,120,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-02T00:00:00Z,2016-01-02,2016,1,2,2,0,0,0,0,8,0,7.3,6.4,9.6,89,994.3,2,16,2,120,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-02T01:00:00Z,2016-01-02,2016,1,2,2,1,0,0.2,0,7.8,0,7.3,6.6,9.7,92,993.3,2,15,2,100,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-02T02:00:00Z,2016-01-02,2016,1,2,2,2,0,0,0,8.3,0,7.5,6.5,9.7,88,993.1,2,13,2,110,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-02T03:00:00Z,2016-01-02,2016,1,2,2,3,0,0,0,8.4,0,7.6,6.8,9.9,89,992.7,2,12,2,100,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-02T04:00:00Z,2016-01-02,2016,1,2,2,4,0,0,0,8.6,0,7.8,6.9,10,89,993,2,11,2,110,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-02T05:00:00Z,2016-01-02,2016,1,2,2,5,0,0.2,0,8.3,0,7.8,7.2,10.2,93,993.1,2,8,2,80,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-02T06:00:00Z,2016-01-02,2016,1,2,2,6,0,0.2,0,8.4,0,7.9,7.4,10.3,93,993.3,2,7,2,80,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-02T07:00:00Z,2016-01-02,2016,1,2,2,7,0,0,0,8.2,0,7.9,7.6,10.4,95,993.9,2,7,2,90,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-02T08:00:00Z,2016-01-02,2016,1,2,2,8,0,0.1,0,8.1,0,7.9,7.6,10.4,96,994.5,2,5,2,80,NA,0.002,Dunsany,1375,83,53.51,-6.656
2016-01-02T09:00:00Z,2016-01-02,2016,1,2,2,9,0,0,0,8.2,0,7.9,7.6,10.4,96,995.4,2,4,2,30,NA,0.093,Dunsany,1375,83,53.51,-6.656
2016-01-02T10:00:00Z,2016-01-02,2016,1,2,2,10,0,0,0,8.5,0,8.3,8,10.7,96,996.1,2,3,2,40,NA,0.205,Dunsany,1375,83,53.51,-6.656
2016-01-02T11:00:00Z,2016-01-02,2016,1,2,2,11,0,0,0,9.1,0,8.9,8.6,11.1,96,996.7,2,3,2,30,NA,0.303,Dunsany,1375,83,53.51,-6.656
2016-01-02T12:00:00Z,2016-01-02,2016,1,2,2,12,0,0,0,9.7,0,9.2,8.7,11.2,93,997.2,2,2,2,20,NA,0.361,Dunsany,1375,83,53.51,-6.656
2016-01-02T13:00:00Z,2016-01-02,2016,1,2,2,13,0,0,0,10,0,9.3,8.5,11.1,90,997.5,2,2,2,50,NA,0.198,Dunsany,1375,83,53.51,-6.656
2016-01-02T14:00:00Z,2016-01-02,2016,1,2,2,14,0,0,0,9.8,0,9.2,8.6,11.1,92,998,2,2,2,240,NA,0.132,Dunsany,1375,83,53.51,-6.656
2016-01-02T15:00:00Z,2016-01-02,2016,1,2,2,15,0,0,0,9.6,0,9.2,8.8,11.3,94,998.4,2,3,2,290,NA,0.099,Dunsany,1375,83,53.51,-6.656
2016-01-02T16:00:00Z,2016-01-02,2016,1,2,2,16,0,0,0,9.3,0,8.9,8.5,11.1,94,999,2,3,2,280,NA,0.001,Dunsany,1375,83,53.51,-6.656
2016-01-02T17:00:00Z,2016-01-02,2016,1,2,2,17,0,0,0,8.3,0,8,7.7,10.5,96,999.5,2,5,2,280,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-02T18:00:00Z,2016-01-02,2016,1,2,2,18,0,0,0,8,0,7.8,7.6,10.4,97,999.6,2,6,2,270,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-02T19:00:00Z,2016-01-02,2016,1,2,2,19,0,0,0,7.7,0,7.5,7.3,10.2,97,999.8,2,7,2,250,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-02T20:00:00Z,2016-01-02,2016,1,2,2,20,0,0.4,0,7,0,6.8,6.7,9.8,97,999.8,2,8,2,250,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-02T21:00:00Z,2016-01-02,2016,1,2,2,21,0,0,0,6.3,0,6.1,5.9,9.3,97,999.4,2,8,2,250,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-02T22:00:00Z,2016-01-02,2016,1,2,2,22,0,0,0,5.9,0,5.7,5.5,9.1,97,999.4,2,8,2,240,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-02T23:00:00Z,2016-01-02,2016,1,2,2,23,0,0.1,0,5.6,0,5.3,5,8.7,95,998.6,2,8,2,230,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-03T00:00:00Z,2016-01-03,2016,1,3,3,0,0,0,0,5.2,0,4.9,4.6,8.5,95,997.6,2,6,2,220,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-03T01:00:00Z,2016-01-03,2016,1,3,3,1,0,0,0,4.6,0,4.2,3.8,8,94,996.7,2,6,2,200,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-03T02:00:00Z,2016-01-03,2016,1,3,3,2,0,0,0,4.4,0,4,3.5,7.8,93,995.1,2,6,2,160,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-03T03:00:00Z,2016-01-03,2016,1,3,3,3,0,0,0,4.6,0,3.8,2.6,7.3,86,993.2,2,7,2,120,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-03T04:00:00Z,2016-01-03,2016,1,3,3,4,0,0,0,5.3,0,4.5,3.4,7.8,87,990.8,2,10,2,110,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-03T05:00:00Z,2016-01-03,2016,1,3,3,5,0,0,0,6.1,0,5.4,4.4,8.4,88,988.3,2,12,2,110,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-03T06:00:00Z,2016-01-03,2016,1,3,3,6,0,0.2,0,7.7,0,7.1,6.3,9.6,91,985.8,2,14,2,110,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-03T07:00:00Z,2016-01-03,2016,1,3,3,7,0,2,0,7.7,0,7.2,6.6,9.7,92,983.6,2,16,2,120,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-03T08:00:00Z,2016-01-03,2016,1,3,3,8,0,2,0,7.8,0,7.3,6.8,9.9,93,981.5,2,17,2,120,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-03T09:00:00Z,2016-01-03,2016,1,3,3,9,0,1.7,0,7.9,0,7.5,7.1,10.1,94,980.3,2,18,2,120,NA,0.049,Dunsany,1375,83,53.51,-6.656
2016-01-03T10:00:00Z,2016-01-03,2016,1,3,3,10,0,0.1,0,8.1,0,7.5,6.9,9.9,92,979.9,2,11,2,180,NA,0.45,Dunsany,1375,83,53.51,-6.656
2016-01-03T11:00:00Z,2016-01-03,2016,1,3,3,11,0,0,0,8.4,0,7.5,6.3,9.6,86,979.7,2,8,2,190,NA,0.642,Dunsany,1375,83,53.51,-6.656
2016-01-03T12:00:00Z,2016-01-03,2016,1,3,3,12,0,0,0,8.8,0,7.6,6.1,9.4,83,979.1,2,8,2,190,NA,0.746,Dunsany,1375,83,53.51,-6.656
2016-01-03T13:00:00Z,2016-01-03,2016,1,3,3,13,0,0,0,9.2,0,7.8,6.1,9.4,80,978.4,2,8,2,180,NA,0.676,Dunsany,1375,83,53.51,-6.656
2016-01-03T14:00:00Z,2016-01-03,2016,1,3,3,14,0,0,0,9.4,0,7.8,6,9.3,79,977.6,2,7,2,180,NA,0.485,Dunsany,1375,83,53.51,-6.656
2016-01-03T15:00:00Z,2016-01-03,2016,1,3,3,15,0,0,0,9,0,7.5,5.8,9.2,80,977,2,7,2,180,NA,0.162,Dunsany,1375,83,53.51,-6.656
2016-01-03T16:00:00Z,2016-01-03,2016,1,3,3,16,0,0,0,7.7,0,6.6,5.4,9,85,976.4,2,6,2,160,NA,0.006,Dunsany,1375,83,53.51,-6.656
2016-01-03T17:00:00Z,2016-01-03,2016,1,3,3,17,0,0,0,6.1,0,5.4,4.4,8.4,89,976.2,2,5,2,150,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-03T18:00:00Z,2016-01-03,2016,1,3,3,18,0,0,0,5.8,0,5.3,4.6,8.5,92,976.1,2,6,2,110,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-03T19:00:00Z,2016-01-03,2016,1,3,3,19,0,0,0,6.2,0,5.4,4.5,8.4,89,975.5,2,6,2,130,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-03T20:00:00Z,2016-01-03,2016,1,3,3,20,0,0,0,4.5,0,4,3.3,7.8,92,975.4,2,6,2,120,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-03T21:00:00Z,2016-01-03,2016,1,3,3,21,0,0,0,5.8,0,5.1,4.3,8.3,90,975.1,2,7,2,120,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-03T22:00:00Z,2016-01-03,2016,1,3,3,22,0,0,0,5,0,4.6,3.9,8.1,92,975.1,2,5,2,110,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-03T23:00:00Z,2016-01-03,2016,1,3,3,23,0,0,0,6,0,5.6,5,8.7,93,974.7,2,6,2,110,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-04T00:00:00Z,2016-01-04,2016,1,4,4,0,0,0,0,5.5,0,5,4.3,8.3,92,974.5,2,6,2,110,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-04T01:00:00Z,2016-01-04,2016,1,4,4,1,0,0,0,5.8,0,5.4,4.9,8.7,93,974.5,2,5,2,130,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-04T02:00:00Z,2016-01-04,2016,1,4,4,2,0,0.1,0,6.8,0,6.4,5.9,9.3,94,974.4,2,4,2,160,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-04T03:00:00Z,2016-01-04,2016,1,4,4,3,0,0,0,5.9,0,5.5,5,8.7,94,974.5,2,4,2,160,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-04T04:00:00Z,2016-01-04,2016,1,4,4,4,0,0,0,5.9,0,5.6,5.3,8.9,95,974.5,2,4,2,130,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-04T05:00:00Z,2016-01-04,2016,1,4,4,5,0,0,0,6.1,0,5.7,5.3,8.9,94,974.6,2,4,2,150,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-04T06:00:00Z,2016-01-04,2016,1,4,4,6,0,0,0,6.3,0,5.8,5.2,8.8,92,974.6,2,4,2,150,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-04T07:00:00Z,2016-01-04,2016,1,4,4,7,0,0,0,6,0,5.6,5,8.7,93,974.9,2,3,2,140,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-04T08:00:00Z,2016-01-04,2016,1,4,4,8,0,0,0,5.8,0,5.4,4.9,8.7,93,975,2,4,2,120,NA,0.004,Dunsany,1375,83,53.51,-6.656
2016-01-04T09:00:00Z,2016-01-04,2016,1,4,4,9,0,0,0,5.7,0,5.2,4.6,8.5,92,975.6,2,4,2,120,NA,0.094,Dunsany,1375,83,53.51,-6.656
2016-01-04T10:00:00Z,2016-01-04,2016,1,4,4,10,0,0,0,6.3,0,5.8,5.1,8.8,92,975.7,2,4,2,120,NA,0.332,Dunsany,1375,83,53.51,-6.656
2016-01-04T11:00:00Z,2016-01-04,2016,1,4,4,11,0,0,0,7.5,0,6.5,5.3,8.9,86,975.8,2,2,2,110,NA,0.354,Dunsany,1375,83,53.51,-6.656
2016-01-04T12:00:00Z,2016-01-04,2016,1,4,4,12,0,0,0,7.7,0,6.6,5.3,8.9,84,975.6,2,3,2,140,NA,0.427,Dunsany,1375,83,53.51,-6.656
2016-01-04T13:00:00Z,2016-01-04,2016,1,4,4,13,0,0,0,7.8,0,6.8,5.7,9.1,86,975.5,2,3,2,210,NA,0.461,Dunsany,1375,83,53.51,-6.656
2016-01-04T14:00:00Z,2016-01-04,2016,1,4,4,14,0,0,0,8.2,0,7.2,6,9.4,86,975.3,2,2,2,200,NA,0.191,Dunsany,1375,83,53.51,-6.656
2016-01-04T15:00:00Z,2016-01-04,2016,1,4,4,15,0,0,0,6.8,0,6.2,5.5,9,91,975.4,2,3,2,220,NA,0.083,Dunsany,1375,83,53.51,-6.656
2016-01-04T16:00:00Z,2016-01-04,2016,1,4,4,16,0,0,0,5.4,0,5.2,4.8,8.6,95,975.6,2,1,2,280,NA,0.007,Dunsany,1375,83,53.51,-6.656
2016-01-04T17:00:00Z,2016-01-04,2016,1,4,4,17,0,0,0,4.6,0,4.5,4.4,8.3,98,976,2,1,2,190,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-04T18:00:00Z,2016-01-04,2016,1,4,4,18,0,0,0,2.6,0,2.5,2.4,7.3,98,976.4,2,1,2,230,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-04T19:00:00Z,2016-01-04,2016,1,4,4,19,0,0,0,1.5,0,1.5,1.4,6.8,99,976.7,2,1,2,170,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-04T20:00:00Z,2016-01-04,2016,1,4,4,20,0,0,0,1.2,0,1.2,1.2,6.7,99,977.3,2,1,2,170,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-04T21:00:00Z,2016-01-04,2016,1,4,4,21,0,0,0,1.2,0,1.2,1.2,6.6,100,977.6,2,2,2,100,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-04T22:00:00Z,2016-01-04,2016,1,4,4,22,0,0,0,1.6,0,1.6,1.6,6.9,100,977.9,2,2,2,330,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-04T23:00:00Z,2016-01-04,2016,1,4,4,23,0,0,0,2.7,0,2.7,2.7,7.4,100,978.2,2,2,2,250,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-05T00:00:00Z,2016-01-05,2016,1,5,5,0,0,1.1,0,3.4,0,3.4,3.4,7.8,100,978.5,2,2,2,20,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-05T01:00:00Z,2016-01-05,2016,1,5,5,1,0,1.7,0,4.1,0,4.1,4.1,8.2,100,978.6,2,3,2,340,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-05T02:00:00Z,2016-01-05,2016,1,5,5,2,0,1.5,0,4.9,0,4.9,4.8,8.6,99,978.9,2,3,2,350,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-05T03:00:00Z,2016-01-05,2016,1,5,5,3,0,2.5,0,5.2,0,5.2,5.1,8.8,99,979.1,2,4,2,320,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-05T04:00:00Z,2016-01-05,2016,1,5,5,4,0,3.6,0,5.7,0,5.7,5.6,9.1,99,979.1,2,5,2,310,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-05T05:00:00Z,2016-01-05,2016,1,5,5,5,0,0.5,0,6.1,0,6.1,6,9.4,99,979.1,2,6,2,350,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-05T06:00:00Z,2016-01-05,2016,1,5,5,6,0,0.7,0,6.5,0,6.3,6.2,9.5,98,979.7,2,6,2,360,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-05T07:00:00Z,2016-01-05,2016,1,5,5,7,0,0.1,0,5.8,0,5.6,5.4,8.9,97,980.6,2,6,2,360,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-05T08:00:00Z,2016-01-05,2016,1,5,5,8,0,0.2,0,5.9,0,5.7,5.5,9,97,981.2,2,8,2,350,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-05T09:00:00Z,2016-01-05,2016,1,5,5,9,0,0,0,6.1,0,5.8,5.5,9,95,982,2,9,2,340,NA,0.056,Dunsany,1375,83,53.51,-6.656
2016-01-05T10:00:00Z,2016-01-05,2016,1,5,5,10,0,0,0,6.4,0,6,5.5,9,93,982.7,2,9,2,340,NA,0.125,Dunsany,1375,83,53.51,-6.656
2016-01-05T11:00:00Z,2016-01-05,2016,1,5,5,11,0,0,0,6.6,0,6.2,5.7,9.2,94,983.3,2,10,2,340,NA,0.221,Dunsany,1375,83,53.51,-6.656
2016-01-05T12:00:00Z,2016-01-05,2016,1,5,5,12,0,0,0,6.6,0,6,5.4,8.9,91,983.7,2,11,2,340,NA,0.182,Dunsany,1375,83,53.51,-6.656
2016-01-05T13:00:00Z,2016-01-05,2016,1,5,5,13,0,1.3,0,6.1,0,5.9,5.5,9,95,984.2,2,11,2,340,NA,0.105,Dunsany,1375,83,53.51,-6.656
2016-01-05T14:00:00Z,2016-01-05,2016,1,5,5,14,0,0.1,0,6.2,0,6,5.7,9.2,97,985,2,10,2,350,NA,0.062,Dunsany,1375,83,53.51,-6.656
2016-01-05T15:00:00Z,2016-01-05,2016,1,5,5,15,0,0.3,0,6.1,0,6,5.7,9.2,97,986.1,2,9,2,350,NA,0.031,Dunsany,1375,83,53.51,-6.656
2016-01-05T16:00:00Z,2016-01-05,2016,1,5,5,16,0,0,0,6.1,0,5.8,5.5,9,95,987.4,2,10,2,350,NA,0.003,Dunsany,1375,83,53.51,-6.656
2016-01-05T17:00:00Z,2016-01-05,2016,1,5,5,17,0,0,0,6.1,0,5.8,5.3,8.9,94,988.5,2,8,2,350,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-05T18:00:00Z,2016-01-05,2016,1,5,5,18,0,0.1,0,6,0,5.7,5.4,8.9,95,989.6,2,7,2,340,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-05T19:00:00Z,2016-01-05,2016,1,5,5,19,0,0,0,5.9,0,5.6,5.1,8.8,94,990.7,2,9,2,330,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-05T20:00:00Z,2016-01-05,2016,1,5,5,20,0,0,0,5.7,0,5.3,4.8,8.6,94,991.8,2,9,2,320,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-05T21:00:00Z,2016-01-05,2016,1,5,5,21,0,0,0,5.6,0,5.3,4.8,8.6,94,992.5,2,8,2,330,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-05T22:00:00Z,2016-01-05,2016,1,5,5,22,0,0.1,0,5.6,0,5.3,4.8,8.6,94,992.7,2,8,2,330,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-05T23:00:00Z,2016-01-05,2016,1,5,5,23,0,0,0,5.6,0,5.3,4.8,8.6,94,993.1,2,7,2,320,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-06T00:00:00Z,2016-01-06,2016,1,6,6,0,0,0,0,5.5,0,5.1,4.5,8.4,93,993.9,2,6,2,320,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-06T01:00:00Z,2016-01-06,2016,1,6,6,1,0,0,0,4.9,0,4.6,4.1,8.2,94,994.3,2,5,2,300,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-06T02:00:00Z,2016-01-06,2016,1,6,6,2,0,0,0,5.1,0,4.8,4.4,8.4,95,994.5,2,4,2,290,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-06T03:00:00Z,2016-01-06,2016,1,6,6,3,0,0,0,4.9,0,4.6,4.2,8.2,95,995,2,5,2,270,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-06T04:00:00Z,2016-01-06,2016,1,6,6,4,0,0,0,5,0,4.7,4.2,8.3,94,995.2,2,5,2,280,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-06T05:00:00Z,2016-01-06,2016,1,6,6,5,0,0,0,4.7,0,4.4,3.9,8.1,95,995,2,3,2,280,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-06T06:00:00Z,2016-01-06,2016,1,6,6,6,0,0,0,4.9,0,4.6,4.2,8.2,95,995.8,2,4,2,260,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-06T07:00:00Z,2016-01-06,2016,1,6,6,7,0,0,0,4.8,0,4.5,4,8.2,94,995.9,2,5,2,270,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-06T08:00:00Z,2016-01-06,2016,1,6,6,8,0,0,0,4.5,0,4.1,3.6,7.9,94,995.6,2,3,2,270,NA,0.012,Dunsany,1375,83,53.51,-6.656
2016-01-06T09:00:00Z,2016-01-06,2016,1,6,6,9,0,0,0,3.1,0,2.9,2.5,7.3,95,995.9,2,2,2,250,NA,0.194,Dunsany,1375,83,53.51,-6.656
2016-01-06T10:00:00Z,2016-01-06,2016,1,6,6,10,0,0,0,3.5,0,3.3,2.9,7.5,95,995.5,2,4,2,150,NA,0.288,Dunsany,1375,83,53.51,-6.656
2016-01-06T11:00:00Z,2016-01-06,2016,1,6,6,11,0,0,0,3.9,0,3.6,3.1,7.6,94,994.9,2,4,2,190,NA,0.636,Dunsany,1375,83,53.51,-6.656
2016-01-06T12:00:00Z,2016-01-06,2016,1,6,6,12,0,0,0,5.5,0,4.6,3.2,7.7,85,993.4,2,4,2,150,NA,0.737,Dunsany,1375,83,53.51,-6.656
2016-01-06T13:00:00Z,2016-01-06,2016,1,6,6,13,0,0,0,6.3,0,5.2,3.7,8,83,992.5,2,5,2,160,NA,0.324,Dunsany,1375,83,53.51,-6.656
2016-01-06T14:00:00Z,2016-01-06,2016,1,6,6,14,0,0,0,5.8,0,5.1,4.2,8.3,90,991.3,2,5,2,140,NA,0.205,Dunsany,1375,83,53.51,-6.656
2016-01-06T15:00:00Z,2016-01-06,2016,1,6,6,15,0,0,0,5.6,0,5.1,4.3,8.3,91,990.4,2,4,2,140,NA,0.086,Dunsany,1375,83,53.51,-6.656
2016-01-06T16:00:00Z,2016-01-06,2016,1,6,6,16,0,0,0,5.5,0,4.3,2.7,7.4,81,988.8,2,7,2,130,NA,0.004,Dunsany,1375,83,53.51,-6.656
2016-01-06T17:00:00Z,2016-01-06,2016,1,6,6,17,0,0,0,5.4,0,4.4,3,7.6,84,987.3,2,10,2,120,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-06T18:00:00Z,2016-01-06,2016,1,6,6,18,0,0,0,6.8,0,5.8,4.5,8.5,85,986.2,2,11,2,120,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-06T19:00:00Z,2016-01-06,2016,1,6,6,19,0,0.2,0,6.9,0,6.3,5.4,9,90,984.6,2,11,2,120,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-06T20:00:00Z,2016-01-06,2016,1,6,6,20,0,2.5,0,6.7,0,6,5.2,8.8,89,983,2,11,2,130,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-06T21:00:00Z,2016-01-06,2016,1,6,6,21,0,0.3,0,6.7,0,5.9,4.9,8.6,88,981.1,2,14,2,130,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-06T22:00:00Z,2016-01-06,2016,1,6,6,22,0,4.1,0,6.4,0,5.8,5.2,8.8,92,979.3,2,15,2,130,NA,0,Dunsany,1375,83,53.51,-6.656
2016-01-06T23:00:00Z,2016-01-06,2016,1,6,6,23,0,1.8,0,6.8,0,6.3,5.6,9.1,92,977.1,2,16,2,120,NA,0,Dunsany,1375,83,53.51,-6.656
