"","date","temp","rhum","rain","solar","wdspd","wddir","stna","DayNo","irish_rules","dk_daily_spor","dk_infpressure","irish_rules_sensitive"
"1",2018-07-12 00:00:00,15,89,0,0,2,1,"MoorePark",193,0,0,0,0
"2",2018-07-12 01:00:00,14.3,92,0,0,1,31,"MoorePark",193,0,NA,0,0
"3",2018-07-12 02:00:00,13.5,93,0,0,2,16,"MoorePark",193,0,NA,0,0
"4",2018-07-12 03:00:00,13.4,94,0,0,2,28,"MoorePark",193,0,NA,0,0
"5",2018-07-12 04:00:00,13.7,95,0,1.5,2,29,"MoorePark",193,0,NA,0,0
"6",2018-07-12 05:00:00,13.3,94,0,12.9,4,28,"MoorePark",193,0,NA,0,0
"7",2018-07-12 06:00:00,14.2,90,0,61.4,1,22,"MoorePark",193,0,NA,0,0
"8",2018-07-12 07:00:00,16.8,72,0,105.1,4,5,"MoorePark",193,0,NA,0,0
"9",2018-07-12 08:00:00,18,68,0,133.2,2,36,"MoorePark",193,0,NA,0,0
"10",2018-07-12 09:00:00,19,61,0,179.7,5,36,"MoorePark",193,0,NA,0,0
"11",2018-07-12 10:00:00,19.9,56,0,230.9,4,35,"MoorePark",193,0,NA,0,0
"12",2018-07-12 11:00:00,20.8,52,0,251.5,6,36,"MoorePark",193,0,0,0,0
"13",2018-07-12 12:00:00,21.2,51,0,253.1,7,32,"MoorePark",193,0,NA,0,0
"14",2018-07-12 13:00:00,21.5,47,0,164,8,35,"MoorePark",193,0,NA,0,0
"15",2018-07-12 14:00:00,22,46,0,145.3,5,32,"MoorePark",193,0,NA,0,0
"16",2018-07-12 15:00:00,21.7,46,0,157.1,8,35,"MoorePark",193,0,NA,0,0
"17",2018-07-12 16:00:00,22.2,45,0,121,5,35,"MoorePark",193,0,NA,0,0
"18",2018-07-12 17:00:00,22.6,44,0,84.9,7,34,"MoorePark",193,0,NA,0,0
"19",2018-07-12 18:00:00,21.1,47,0,38.4,6,34,"MoorePark",193,0,NA,0,0
"20",2018-07-12 19:00:00,20.7,51,0,16.9,4,35,"MoorePark",193,0,NA,0,0
"21",2018-07-12 20:00:00,19.8,55,0,4.3,3,2,"MoorePark",193,0,NA,0,0
"22",2018-07-12 21:00:00,18.5,59,0,0,5,4,"MoorePark",193,0,NA,0,0
"23",2018-07-12 22:00:00,16.5,66,0,0,5,4,"MoorePark",193,0,NA,0,0
"24",2018-07-12 23:00:00,15.5,69,0,0,3,3,"MoorePark",193,0,NA,0,0
"25",2018-07-13 00:00:00,14.4,76,0,0,1,25,"MoorePark",194,0,NA,0,0
"26",2018-07-13 01:00:00,12.7,81,0,0,3,31,"MoorePark",194,0,NA,0,0
"27",2018-07-13 02:00:00,11.3,89,0,0,1,30,"MoorePark",194,0,NA,0,0
"28",2018-07-13 03:00:00,10.4,92,0,0,1,32,"MoorePark",194,0,NA,0,0
"29",2018-07-13 04:00:00,10.8,90,0,2.1,1,28,"MoorePark",194,0,NA,0,0
"30",2018-07-13 05:00:00,10.5,92,0,14.9,1,5,"MoorePark",194,0,NA,0,0
"31",2018-07-13 06:00:00,11.9,88,0,47.1,1,19,"MoorePark",194,0,NA,0,0
"32",2018-07-13 07:00:00,14,81,0,99.7,2,33,"MoorePark",194,0,NA,0,0
"33",2018-07-13 08:00:00,16.9,69,0,146.8,2,24,"MoorePark",194,0,NA,0,0
"34",2018-07-13 09:00:00,18.3,58,0,180.7,3,19,"MoorePark",194,0,NA,0,0
"35",2018-07-13 10:00:00,20,51,0,236.9,2,12,"MoorePark",194,0,NA,0,0
"36",2018-07-13 11:00:00,21.8,47,0,167,3,3,"MoorePark",194,0,0,0,0
"37",2018-07-13 12:00:00,21.3,49,0,226.4,3,29,"MoorePark",194,0,NA,0,0
"38",2018-07-13 13:00:00,22.4,45,0,119.7,5,26,"MoorePark",194,0,NA,0,0
"39",2018-07-13 14:00:00,21.9,48,0,88,3,22,"MoorePark",194,0,NA,0,0
"40",2018-07-13 15:00:00,21.4,58,0,257.2,8,17,"MoorePark",194,0,NA,0,0
"41",2018-07-13 16:00:00,21.8,61,0,199.2,9,18,"MoorePark",194,0,NA,0,0
"42",2018-07-13 17:00:00,21.5,62,0,104,7,19,"MoorePark",194,0,NA,0,0
"43",2018-07-13 18:00:00,20.5,68,0,40.4,6,17,"MoorePark",194,0,NA,0,0
"44",2018-07-13 19:00:00,20.1,64,0,31.3,6,17,"MoorePark",194,0,NA,0,0
"45",2018-07-13 20:00:00,20,56,0,3.3,4,15,"MoorePark",194,0,NA,0,0
"46",2018-07-13 21:00:00,18.8,63,0,0,5,22,"MoorePark",194,0,NA,0,0
"47",2018-07-13 22:00:00,17.1,72,0,0,5,30,"MoorePark",194,0,NA,0,0
"48",2018-07-13 23:00:00,15.4,79,0,0,3,29,"MoorePark",194,0,NA,0,0
"49",2018-07-14 00:00:00,14.1,84,0,0,4,25,"MoorePark",195,0,NA,0,0
"50",2018-07-14 01:00:00,13.1,87,0,0,3,29,"MoorePark",195,0,NA,0,0
"51",2018-07-14 02:00:00,12,91,0,0,2,25,"MoorePark",195,0,NA,0,0
"52",2018-07-14 03:00:00,11.3,93,0,0,1,32,"MoorePark",195,0,NA,0,0
"53",2018-07-14 04:00:00,10.1,92,0,2.3,1,10,"MoorePark",195,0,NA,0,0
