"","date","temp","rhum","rain","solar","wdspd","wddir","stna","DayNo","irish_rules","dk_daily_spor","dk_infpressure"
"1",2017-06-03 00:00:00,9.6,99,0.1,0,2,18,"Dunsany",154,0,NA,11
"2",2017-06-03 01:00:00,8.4,100,0,0,2,18,"Dunsany",154,0,NA,11
"3",2017-06-03 02:00:00,8.6,100,0,0,2,15,"Dunsany",154,0,NA,11
"4",2017-06-03 03:00:00,10,95,0,0,6,22,"Dunsany",154,0,NA,11
"5",2017-06-03 04:00:00,9.3,95,0,7,5,20,"Dunsany",154,0,NA,11
"6",2017-06-03 05:00:00,9.4,96,0,43.9,5,17,"Dunsany",154,0,NA,11
"7",2017-06-03 06:00:00,11,89,0,55.5,6,15,"Dunsany",154,0,NA,11
"8",2017-06-03 07:00:00,12,88,0,118.3,7,17,"Dunsany",154,0,NA,11
"9",2017-06-03 08:00:00,12.7,79,0,134.5,13,22,"Dunsany",154,0,NA,11
"10",2017-06-03 09:00:00,13.7,73,0,183,11,22,"Dunsany",154,0,NA,11
"11",2017-06-03 10:00:00,13.9,70,0,195.1,11,23,"Dunsany",154,0,NA,11
"12",2017-06-03 11:00:00,14.3,71,0,218.2,12,23,"Dunsany",154,0,NA,11
"13",2017-06-03 12:00:00,12.1,90,0.1,254.3,16,26,"Dunsany",154,0,0,11
"14",2017-06-03 13:00:00,15.1,72,0.2,208.3,11,25,"Dunsany",154,0,NA,11.2
"15",2017-06-03 14:00:00,15.4,64,0,177.2,11,23,"Dunsany",154,0,NA,11.5
"16",2017-06-03 15:00:00,15,65,0,224.7,9,26,"Dunsany",154,0,NA,11.8
"17",2017-06-03 16:00:00,16.5,60,0,171.1,13,25,"Dunsany",154,0,NA,12
"18",2017-06-03 17:00:00,14.7,65,0,129.9,10,25,"Dunsany",154,0,NA,12.2
"19",2017-06-03 18:00:00,15.8,62,0,91.2,9,26,"Dunsany",154,0,NA,12.5
"20",2017-06-03 19:00:00,14.8,61,0,32.1,9,27,"Dunsany",154,0,NA,12.8
"21",2017-06-03 20:00:00,12.8,71,0,7.7,6,26,"Dunsany",154,0,NA,13
"22",2017-06-03 21:00:00,11.1,84,0,0,4,23,"Dunsany",154,0,NA,13.2
"23",2017-06-03 22:00:00,10.7,85,0,0,5,22,"Dunsany",154,0,NA,13.5
