"","date","temp","rhum","rain","solar","wdspd","wddir","stna","irish_rules"
"1",2017-05-31 00:00:00,7.7,92,0,0,2,1,"Gurteen",0
"2",2017-05-31 01:00:00,6.9,91,0,0,2,1,"Gurteen",0
"3",2017-05-31 02:00:00,6.6,92,0,0,1,4,"Gurteen",0
"4",2017-05-31 03:00:00,6.7,93,0,0,1,4,"Gurteen",0
"5",2017-05-31 04:00:00,5.4,94,0,4,1,24,"Gurteen",0
"6",2017-05-31 05:00:00,6.3,95,0,30.7,3,20,"Gurteen",0
"7",2017-05-31 06:00:00,10.5,85,0,85.4,3,15,"Gurteen",0
"8",2017-05-31 07:00:00,12.5,83,0,123.3,8,13,"Gurteen",0
"9",2017-05-31 08:00:00,14.4,82,0,175,10,14,"Gurteen",0
"10",2017-05-31 09:00:00,15.5,80,0,220.7,10,13,"Gurteen",0
"11",2017-05-31 10:00:00,16.9,73,0,254.1,11,15,"Gurteen",0
"12",2017-05-31 11:00:00,18.3,67,0,245.3,11,16,"Gurteen",0
"13",2017-05-31 12:00:00,18.5,63,0,146.4,10,17,"Gurteen",0
"14",2017-05-31 13:00:00,19,65,0,256,12,18,"Gurteen",0
"15",2017-05-31 14:00:00,19.5,60,0,192.8,13,17,"Gurteen",0
"16",2017-05-31 15:00:00,18.1,62,0,119.1,14,17,"Gurteen",0
"17",2017-05-31 16:00:00,17.1,67,0,165.5,16,16,"Gurteen",0
"18",2017-05-31 17:00:00,18.1,62,0,101.9,15,16,"Gurteen",0
"19",2017-05-31 18:00:00,16.3,64,0,48,14,17,"Gurteen",0
"20",2017-05-31 19:00:00,15.4,68,0,18.2,11,17,"Gurteen",0
"21",2017-05-31 20:00:00,14.6,70,0,4.3,12,17,"Gurteen",0
"22",2017-05-31 21:00:00,13.2,70,0,0,5,16,"Gurteen",0
"23",2017-05-31 22:00:00,12.9,74,0,0,12,17,"Gurteen",0
"24",2017-05-31 23:00:00,12.4,76,0,0,10,19,"Gurteen",0
"25",2017-06-01 00:00:00,12.2,77,0,0,8,17,"Gurteen",0
"26",2017-06-01 01:00:00,12.6,72,0,0,5,11,"Gurteen",0
"27",2017-06-01 02:00:00,12.6,72,0,0,5,16,"Gurteen",0
"28",2017-06-01 03:00:00,12.4,77,0,0,4,9,"Gurteen",0
"29",2017-06-01 04:00:00,13.3,73,0,0.3,14,18,"Gurteen",0
"30",2017-06-01 05:00:00,13.4,76,0,3.7,10,15,"Gurteen",0
"31",2017-06-01 05:00:00,13,88,0,4,10,168,"Gurteen",0
"32",2017-06-01 06:00:00,14,88,0.1,9,10,167,"Gurteen",0
"33",2017-06-01 07:00:00,14,89,0.1,12,11,171,"Gurteen",0
"34",2017-06-01 08:00:00,14,90,0.1,14,9,175,"Gurteen",0
"35",2017-06-01 09:00:00,14,90,0.4,18,8,178,"Gurteen",0
"36",2017-06-01 10:00:00,14,90,0.6,31,8,183,"Gurteen",0
"37",2017-06-01 11:00:00,14,86,0.3,37,8,187,"Gurteen",0
"38",2017-06-01 12:00:00,15,81,0.2,72,7,189,"Gurteen",0
"39",2017-06-01 13:00:00,15,82,0.5,64,7,181,"Gurteen",0
"40",2017-06-01 14:00:00,14,88,0.7,50,7,187,"Gurteen",0
"41",2017-06-01 15:00:00,14,90,0.6,34,7,193,"Gurteen",0
"42",2017-06-01 16:00:00,14,90,0.4,30,6,199,"Gurteen",0
"43",2017-06-01 17:00:00,14,91,0.4,21,6,202,"Gurteen",0
"44",2017-06-01 18:00:00,13,90,0.3,13,6,201,"Gurteen",0
"45",2017-06-01 19:00:00,13,91,0.1,7,5,214,"Gurteen",0
"46",2017-06-01 20:00:00,12,92,0.2,1,5,213,"Gurteen",0
"47",2017-06-01 21:00:00,12,93,0.2,0,4,204,"Gurteen",0
"48",2017-06-01 22:00:00,12,92,0.1,0,4,215,"Gurteen",0
"49",2017-06-01 23:00:00,12,92,0.1,0,5,234,"Gurteen",0
"50",2017-06-02 00:00:00,11,93,0,0,4,236,"Gurteen",0
"51",2017-06-02 01:00:00,11,94,0,0,4,232,"Gurteen",0
"52",2017-06-02 02:00:00,10,94,0,0,4,226,"Gurteen",1
"53",2017-06-02 03:00:00,10,94,0,0,4,219,"Gurteen",2
"54",2017-06-02 04:00:00,9,95,0,5,4,219,"Gurteen",0
"55",2017-06-02 05:00:00,10,94,0,36,4,219,"Gurteen",0
"56",2017-06-02 06:00:00,11,89,0,87,5,239,"Gurteen",0
"57",2017-06-02 07:00:00,12,78,0.1,131,6,243,"Gurteen",0
"58",2017-06-02 08:00:00,13,69,0,176,7,245,"Gurteen",0
"59",2017-06-02 09:00:00,14,60,0,209,7,245,"Gurteen",0
"60",2017-06-02 10:00:00,15,54,0,237,8,245,"Gurteen",0
"61",2017-06-02 11:00:00,15,51,0,226,8,244,"Gurteen",0
"62",2017-06-02 12:00:00,16,48,0,205,8,247,"Gurteen",0
"63",2017-06-02 13:00:00,16,49,0,181,9,246,"Gurteen",0
"64",2017-06-02 14:00:00,16,49,0,180,8,247,"Gurteen",0
"65",2017-06-02 15:00:00,15,53,0,129,7,249,"Gurteen",0
