"","date","temp","rhum","rain","solar","wdspd","wddir","stna","irish_rules"
"1",2017-05-31 00:00:00,13.4,89,0,0,2,25,"JohnstownCastle",0
"2",2017-05-31 01:00:00,12.5,96,0,0,4,5,"JohnstownCastle",0
"3",2017-05-31 02:00:00,12,98,0,0,1,18,"JohnstownCastle",0
"4",2017-05-31 03:00:00,11.5,99,0,0,1,11,"JohnstownCastle",0
"5",2017-05-31 04:00:00,12.7,99,0,3.6,3,18,"JohnstownCastle",0
"6",2017-05-31 05:00:00,13.2,99,0,17.2,4,16,"JohnstownCastle",0
"7",2017-05-31 06:00:00,13.6,99,0,15.7,3,9,"JohnstownCastle",0
"8",2017-05-31 07:00:00,13.4,99,0,28.5,4,11,"JohnstownCastle",0
"9",2017-05-31 08:00:00,13.9,99,0.1,42.3,6,14,"JohnstownCastle",0
"10",2017-05-31 09:00:00,14.5,99,0.1,82.4,6,16,"JohnstownCastle",0
"11",2017-05-31 10:00:00,14.8,98,0,111.6,8,18,"JohnstownCastle",0
"12",2017-05-31 11:00:00,15.2,95,0,87.4,8,18,"JohnstownCastle",0
"13",2017-05-31 12:00:00,15.2,92,0,149.4,10,18,"JohnstownCastle",1
"14",2017-05-31 13:00:00,16.2,85,0,255.3,8,20,"JohnstownCastle",0
"15",2017-05-31 14:00:00,16.2,85,0.1,202.3,10,19,"JohnstownCastle",0
"16",2017-05-31 15:00:00,16.8,83,0,166.6,9,19,"JohnstownCastle",0
"17",2017-05-31 16:00:00,16.1,84,0,92.1,11,18,"JohnstownCastle",0
"18",2017-05-31 17:00:00,15.2,89,0,51.3,10,18,"JohnstownCastle",0
"19",2017-05-31 18:00:00,14.9,91,0,60.8,10,19,"JohnstownCastle",2
"20",2017-05-31 19:00:00,14.6,89,0,26.2,9,19,"JohnstownCastle",0
"21",2017-05-31 20:00:00,13.7,94,0,1.6,8,19,"JohnstownCastle",0
"22",2017-05-31 21:00:00,13.7,95,0,0,8,18,"JohnstownCastle",3
"23",2017-05-31 22:00:00,13.7,94,0,0,9,19,"JohnstownCastle",4
"24",2017-05-31 23:00:00,13.7,94,0,0,10,19,"JohnstownCastle",5
"25",2017-06-01 00:00:00,13.7,95,0,0,8,18,"JohnstownCastle",6
"26",2017-06-01 01:00:00,13.9,91,0,0,11,19,"JohnstownCastle",7
"27",2017-06-01 02:00:00,14.1,76,0,0,8,22,"JohnstownCastle",0
"28",2017-06-01 03:00:00,13.9,95,0,0,10,19,"JohnstownCastle",0
"29",2017-06-01 04:00:00,14,96,0,4.5,9,18,"JohnstownCastle",8
