"","date","temp","rhum","rain","solar","wdspd","wddir","stna","DayNo","irish_rules","dk_daily_spor","dk_infpressure","irish_rules_sensitive"
"1",2017-07-07 00:00:00,15,87,0,0,5,22,"Gurteen",188,0,0,0.6,0
"2",2017-07-07 01:00:00,15,88,0,0,4,23,"Gurteen",188,0,NA,0.6,0
"3",2017-07-07 02:00:00,14.8,89,0,0,4,20,"Gurteen",188,0,NA,0.6,0
"4",2017-07-07 03:00:00,15.1,89,0,0,5,23,"Gurteen",188,0,NA,0.6,0
"5",2017-07-07 04:00:00,15.1,90,0,2.3,5,22,"Gurteen",188,0,NA,0.6,0
"6",2017-07-07 05:00:00,15.2,91,0,13.6,8,25,"Gurteen",188,0,NA,0.6,0
"7",2017-07-07 06:00:00,15.2,93,0,16.4,6,25,"Gurteen",188,0,NA,0.6,0
"8",2017-07-07 07:00:00,15.3,89,0,51.9,6,25,"Gurteen",188,0,NA,0.6,0
"9",2017-07-07 08:00:00,15.8,84,0,61.1,9,25,"Gurteen",188,0,NA,0.6,0
"10",2017-07-07 09:00:00,16,84,0,55.7,7,25,"Gurteen",188,0,NA,0.6,0
"11",2017-07-07 10:00:00,15.9,84,0,90.5,9,23,"Gurteen",188,0,NA,0.6,0
"12",2017-07-07 11:00:00,16.2,84,0,84.2,8,28,"Gurteen",188,0,0,0.6,0
"13",2017-07-07 12:00:00,16.3,78,0,87.6,8,26,"Gurteen",188,0,NA,0.6,0
"14",2017-07-07 13:00:00,16,73,0,99,9,28,"Gurteen",188,0,NA,1.2,0
"15",2017-07-07 14:00:00,16.1,71,0,131.4,11,27,"Gurteen",188,0,NA,1.9,0
"16",2017-07-07 15:00:00,16.4,69,0,157.8,10,28,"Gurteen",188,0,NA,2.5,0
"17",2017-07-07 16:00:00,17.2,64,0,158.1,11,27,"Gurteen",188,0,NA,3.1,0
"18",2017-07-07 17:00:00,16.7,66,0,115.3,9,25,"Gurteen",188,0,NA,3.8,0
"19",2017-07-07 18:00:00,17,64,0,88.6,8,28,"Gurteen",188,0,NA,4.4,0
"20",2017-07-07 19:00:00,16.4,61,0,48.1,9,28,"Gurteen",188,0,NA,5,0
"21",2017-07-07 20:00:00,15,69,0,9.4,5,27,"Gurteen",188,0,NA,5.6,0
"22",2017-07-07 21:00:00,12.6,80,0,0.1,4,26,"Gurteen",188,0,NA,6.2,0
"23",2017-07-07 22:00:00,11.4,86,0,0,5,28,"Gurteen",188,0,NA,6.9,0
"24",2017-07-07 23:00:00,11.9,85,0,0,3,25,"Gurteen",188,0,NA,7.5,0
"25",2017-07-08 00:00:00,12.1,88,0,0,3,26,"Gurteen",189,0,NA,8.1,0
"26",2017-07-08 01:00:00,12.4,86,0,0,5,28,"Gurteen",189,0,NA,8.8,0
"27",2017-07-08 02:00:00,12.4,82,0,0,3,32,"Gurteen",189,0,NA,9.4,0
"28",2017-07-08 03:00:00,11.9,84,0,0,3,34,"Gurteen",189,0,NA,10,0
"29",2017-07-08 04:00:00,11.6,86,0,1.9,3,34,"Gurteen",189,0,NA,10.6,0
