"","date","temp","rhum","rain","solar","wdspd","wddir","stna","DayNo","irish_rules","dk_daily_spor","dk_infpressure","irish_rules_sensitive"
"1",2017-08-16 00:00:00,11.9,88,0,0,4,15,"Dunsany",228,0,0,16,0
"2",2017-08-16 01:00:00,12.4,89,0,0,6,16,"Dunsany",228,0,NA,16,0
"3",2017-08-16 02:00:00,12.4,88,0,0,6,18,"Dunsany",228,0,NA,16,0
"4",2017-08-16 03:00:00,12.1,85,0,0,5,16,"Dunsany",228,0,NA,16,0
"5",2017-08-16 04:00:00,12.4,87,0,0,6,15,"Dunsany",228,0,NA,16,0
"6",2017-08-16 05:00:00,13.2,86,0,2.4,8,16,"Dunsany",228,0,NA,16,0
"7",2017-08-16 06:00:00,13.9,84,0,20.8,9,16,"Dunsany",228,0,NA,16,0
"8",2017-08-16 07:00:00,14.2,86,0.1,33.7,11,16,"Dunsany",228,0,NA,16,0
"9",2017-08-16 08:00:00,14.9,83,0.6,54.8,10,15,"Dunsany",228,0,NA,16,0
"10",2017-08-16 09:00:00,15.6,80,0,49.8,12,17,"Dunsany",228,0,NA,16,0
"11",2017-08-16 10:00:00,15.2,88,0.3,85.6,12,17,"Dunsany",228,0,NA,16,0
"12",2017-08-16 11:00:00,16.7,84,0.2,137.4,14,18,"Dunsany",228,0,0,16,0
"13",2017-08-16 12:00:00,17.6,82,0,140.5,16,18,"Dunsany",228,0,NA,16,0
"14",2017-08-16 13:00:00,18.5,81,0,94.8,14,18,"Dunsany",228,0,NA,16,0
"15",2017-08-16 14:00:00,17.8,85,0,96.3,16,19,"Dunsany",228,0,NA,16,0
"16",2017-08-16 15:00:00,18.3,83,0,62.8,10,18,"Dunsany",228,0,NA,16,0
"17",2017-08-16 16:00:00,18,88,0,51.3,11,17,"Dunsany",228,0,NA,16,0
"18",2017-08-16 17:00:00,18.1,88,0,14,10,17,"Dunsany",228,0,NA,16,0
"19",2017-08-16 18:00:00,17.7,93,0.2,9.4,9,19,"Dunsany",228,0,NA,16,0
"20",2017-08-16 19:00:00,17.8,91,0.1,0.8,7,18,"Dunsany",228,0,NA,16,0
"21",2017-08-16 20:00:00,17.1,96,3.6,0,8,24,"Dunsany",228,0,NA,16,0
"22",2017-08-16 21:00:00,15.8,89,1.9,0,8,24,"Dunsany",228,0,NA,16,0
"23",2017-08-16 22:00:00,14,91,0,0,6,24,"Dunsany",228,0,NA,16,0
"24",2017-08-16 23:00:00,12.6,95,0,0,4,22,"Dunsany",228,0,NA,16,0
"25",2017-08-17 00:00:00,11.4,96,0,0,2,16,"Dunsany",229,0,NA,16,0
"26",2017-08-17 01:00:00,10.9,97,0,0,3,17,"Dunsany",229,0,NA,16,1
"27",2017-08-17 02:00:00,10.6,98,0,0,3,16,"Dunsany",229,0,NA,16,2
"28",2017-08-17 03:00:00,10.3,98,0,0,3,18,"Dunsany",229,0,NA,16,3
"29",2017-08-17 04:00:00,10.1,98,0,0,3,16,"Dunsany",229,0,NA,16,4
"30",2017-08-17 05:00:00,9.8,99,0.1,8.6,3,20,"Dunsany",229,0,NA,16,0
"31",2017-08-17 06:00:00,10.9,97,0,58.6,6,21,"Dunsany",229,0,NA,16,0
"32",2017-08-17 07:00:00,13,93,0,59.6,9,20,"Dunsany",229,0,NA,16,5
"33",2017-08-17 08:00:00,13.5,91,0,167.1,7,17,"Dunsany",229,0,NA,16,6
"34",2017-08-17 09:00:00,16.1,79,0,155.5,9,19,"Dunsany",229,0,NA,16,0
"35",2017-08-17 10:00:00,16.1,78,0,141.5,12,20,"Dunsany",229,0,NA,16,0
"36",2017-08-17 11:00:00,16.9,78,0,171.1,12,22,"Dunsany",229,0,16,16,0
"37",2017-08-17 12:00:00,18.3,77,0,122.2,9,20,"Dunsany",229,0,NA,16.4,0
"38",2017-08-17 13:00:00,15.3,83,1.2,110.9,5,22,"Dunsany",229,0,NA,16.8,0
