"","date","temp","rhum","rain","solar","wdspd","wddir","stna","irish_rules"
"1",2017-05-11 00:00:00,4.2,90,0,0,1,3,"MoorePark",0
"2",2017-05-11 01:00:00,2.9,91,0,0,2,10,"MoorePark",0
"3",2017-05-11 02:00:00,2.1,92,0,0,1,12,"MoorePark",0
"4",2017-05-11 03:00:00,1.2,93,0,0,1,23,"MoorePark",0
"5",2017-05-11 04:00:00,1.2,93,0,0.5,0,9,"MoorePark",0
"6",2017-05-11 05:00:00,0.8,94,0,14.4,2,19,"MoorePark",0
"7",2017-05-11 06:00:00,0.4,94,0,53.2,3,29,"MoorePark",0
"8",2017-05-11 07:00:00,3.5,95,0,106.6,3,30,"MoorePark",0
"9",2017-05-11 08:00:00,6,93,0,188.3,5,25,"MoorePark",0
"10",2017-05-11 09:00:00,10.3,79,0,239.2,5,27,"MoorePark",0
"11",2017-05-11 10:00:00,14.7,61,0,277.9,3,19,"MoorePark",0
"12",2017-05-11 11:00:00,16.8,46,0,327.4,5,3,"MoorePark",0
"13",2017-05-11 12:00:00,17.6,46,0,297.1,6,13,"MoorePark",0
"14",2017-05-11 13:00:00,18,50,0,145.9,7,10,"MoorePark",0
"15",2017-05-11 14:00:00,14.9,59,0,70.3,9,11,"MoorePark",0
"16",2017-05-11 15:00:00,14,62,0,49.4,6,10,"MoorePark",0
"17",2017-05-11 16:00:00,13,65,0,31.5,4,11,"MoorePark",0
"18",2017-05-11 17:00:00,13.4,67,0,20.5,3,12,"MoorePark",0
"19",2017-05-11 18:00:00,13.5,70,0,16.8,3,11,"MoorePark",0
"20",2017-05-11 19:00:00,12.9,74,0,5,5,10,"MoorePark",0
"21",2017-05-11 20:00:00,12.3,77,0,0.2,5,10,"MoorePark",0
"22",2017-05-11 21:00:00,11.6,80,0,0,3,9,"MoorePark",0
"23",2017-05-11 22:00:00,11.2,82,0,0,1,2,"MoorePark",0
"24",2017-05-11 23:00:00,11.2,82,0,0,1,15,"MoorePark",0
"25",2017-05-12 00:00:00,11,84,0,0,0,5,"MoorePark",0
"26",2017-05-12 01:00:00,11,85,0,0,2,9,"MoorePark",0
"27",2017-05-12 02:00:00,10.9,86,0,0,1,6,"MoorePark",0
"28",2017-05-12 03:00:00,10.9,87,0,0,1,15,"MoorePark",0
"29",2017-05-12 04:00:00,10.8,88,0,0.8,2,27,"MoorePark",0
"30",2017-05-12 05:00:00,10.7,88,0,14.2,1,35,"MoorePark",0
"31",2017-05-12 05:00:00,10,90,0,11,4,322,"MoorePark",0
"32",2017-05-12 06:00:00,11,86,0,30,4,323,"MoorePark",0
"33",2017-05-12 07:00:00,12,82,0,44,4,315,"MoorePark",0
"34",2017-05-12 08:00:00,14,74,0,132,4,321,"MoorePark",0
"35",2017-05-12 09:00:00,14,72,0,121,4,321,"MoorePark",0
"36",2017-05-12 10:00:00,15,67,0.1,165,4,345,"MoorePark",0
"37",2017-05-12 11:00:00,15,70,0.1,87,3,341,"MoorePark",0
"38",2017-05-12 12:00:00,14,75,0.6,62,2,337,"MoorePark",0
"39",2017-05-12 13:00:00,14,85,1,54,2,284,"MoorePark",0
"40",2017-05-12 14:00:00,13,91,1.7,21,4,265,"MoorePark",0
"41",2017-05-12 15:00:00,12,90,1.8,30,8,303,"MoorePark",0
"42",2017-05-12 16:00:00,12,90,2.2,23,9,309,"MoorePark",0
"43",2017-05-12 17:00:00,11,89,1,29,9,312,"MoorePark",0
"44",2017-05-12 18:00:00,10,89,0.8,10,10,309,"MoorePark",0
"45",2017-05-12 19:00:00,10,88,0.8,3,10,304,"MoorePark",0
"46",2017-05-12 20:00:00,9,88,0.5,0,9,299,"MoorePark",0
"47",2017-05-12 21:00:00,9,86,0.3,0,8,287,"MoorePark",0
"48",2017-05-12 22:00:00,9,89,0.1,0,7,275,"MoorePark",0
"49",2017-05-12 23:00:00,9,88,0.1,0,7,268,"MoorePark",0
"50",2017-05-13 00:00:00,9,90,0,0,5,251,"MoorePark",0
"51",2017-05-13 01:00:00,8,90,0,0,6,236,"MoorePark",0
"52",2017-05-13 02:00:00,8,93,0,0,6,228,"MoorePark",0
"53",2017-05-13 03:00:00,7,96,0,0,6,224,"MoorePark",0
"54",2017-05-13 04:00:00,7,97,0,0,6,211,"MoorePark",0
"55",2017-05-13 05:00:00,8,95,0,18,7,201,"MoorePark",0
"56",2017-05-13 06:00:00,10,91,0,64,6,185,"MoorePark",0
"57",2017-05-13 07:00:00,11,79,0,126,11,182,"MoorePark",0
"58",2017-05-13 08:00:00,13,73,0,167,13,179,"MoorePark",0
"59",2017-05-13 09:00:00,12,85,0.3,111,12,175,"MoorePark",0
"60",2017-05-13 10:00:00,12,89,0.5,53,10,162,"MoorePark",0
"61",2017-05-13 11:00:00,12,89,0.6,79,14,165,"MoorePark",0
"62",2017-05-13 12:00:00,13,93,0.1,101,8,179,"MoorePark",0
"63",2017-05-13 13:00:00,15,80,0.2,221,10,193,"MoorePark",0
"64",2017-05-13 14:00:00,14,61,0,201,11,202,"MoorePark",0
"65",2017-05-13 15:00:00,14,58,0,218,12,201,"MoorePark",0
"66",2017-05-13 16:00:00,12,62,0,115,11,208,"MoorePark",0
"67",2017-05-13 17:00:00,12,67,0,89,9,219,"MoorePark",0
"68",2017-05-13 18:00:00,11,69,0,66,8,217,"MoorePark",0
"69",2017-05-13 19:00:00,10,76,0,20,7,212,"MoorePark",0
"70",2017-05-13 20:00:00,9,81,0,0,7,213,"MoorePark",0
"71",2017-05-13 21:00:00,8,85,0,0,7,216,"MoorePark",0
"72",2017-05-13 22:00:00,8,87,0,0,6,224,"MoorePark",0
"73",2017-05-13 23:00:00,7,91,0,0,6,226,"MoorePark",0
"74",2017-05-14 00:00:00,7,92,0,0,6,222,"MoorePark",0
"75",2017-05-14 01:00:00,6,92,0,0,6,217,"MoorePark",0
