"","date","temp","rhum","rain","solar","wdspd","wddir","stna","DayNo","irish_rules","dk_daily_spor","dk_infpressure"
"1",2017-06-09 00:00:00,9.6,92,0,0,2,5,"MoorePark",160,0,NA,11
"2",2017-06-09 01:00:00,8.5,94,0,0,1,10,"MoorePark",160,0,NA,11
"3",2017-06-09 02:00:00,8.2,94,0,0,1,7,"MoorePark",160,0,NA,11
"4",2017-06-09 03:00:00,7.3,94,0,0,1,4,"MoorePark",160,0,NA,11
"5",2017-06-09 04:00:00,6.8,95,0,3.6,1,6,"MoorePark",160,0,NA,11
"6",2017-06-09 05:00:00,7.3,96,0,19.7,2,3,"MoorePark",160,0,NA,11
"7",2017-06-09 06:00:00,8.9,95,0,52.6,3,8,"MoorePark",160,0,NA,11
"8",2017-06-09 07:00:00,9.6,96,0,119.7,3,10,"MoorePark",160,0,NA,11
"9",2017-06-09 08:00:00,11.9,93,0,173.3,2,8,"MoorePark",160,0,NA,11
"10",2017-06-09 09:00:00,14.4,79,0,129.8,2,7,"MoorePark",160,0,NA,11
"11",2017-06-09 10:00:00,15.5,63,0,153.1,6,25,"MoorePark",160,0,NA,11
"12",2017-06-09 11:00:00,15.8,65,0,165.2,8,19,"MoorePark",160,0,NA,11
"13",2017-06-09 12:00:00,15.4,70,0,214.1,10,19,"MoorePark",160,0,0,11
"14",2017-06-09 13:00:00,16.4,66,0,138.8,9,17,"MoorePark",160,0,NA,11
"15",2017-06-09 14:00:00,15.5,67,0,69.9,9,19,"MoorePark",160,0,NA,11
"16",2017-06-09 15:00:00,14.8,71,0,47.8,7,16,"MoorePark",160,0,NA,11
"17",2017-06-09 16:00:00,14.1,76,0,26.9,8,17,"MoorePark",160,0,NA,11
"18",2017-06-09 17:00:00,13.3,88,1.4,18,7,16,"MoorePark",160,0,NA,11
"19",2017-06-09 18:00:00,12.8,87,2.2,10.9,8,15,"MoorePark",160,0,NA,11
"20",2017-06-09 19:00:00,12.5,85,1,4,11,15,"MoorePark",160,0,NA,11
"21",2017-06-09 20:00:00,12.1,89,0.4,0.2,10,13,"MoorePark",160,0,NA,11
"22",2017-06-09 21:00:00,12.5,90,0.5,0,12,13,"MoorePark",160,0,NA,11
"23",2017-06-09 22:00:00,12.9,91,1.1,0,12,14,"MoorePark",160,0,NA,11
"24",2017-06-09 23:00:00,13.1,91,2,0,9,13,"MoorePark",160,0,NA,11
"25",2017-06-10 00:00:00,13.4,91,1.5,0,10,14,"MoorePark",161,0,NA,11
"26",2017-06-10 01:00:00,14.2,91,2.3,0,8,15,"MoorePark",161,0,NA,11
"27",2017-06-10 02:00:00,14.7,91,1.6,0,10,16,"MoorePark",161,0,NA,11
"28",2017-06-10 03:00:00,14.8,92,0.5,0,8,17,"MoorePark",161,0,NA,11
"29",2017-06-10 04:00:00,14.9,92,0.2,0.3,6,19,"MoorePark",161,0,NA,11
"30",2017-06-10 05:00:00,14.9,93,0.2,3.9,6,19,"MoorePark",161,0,NA,11
"31",2017-06-10 06:00:00,14.9,91,0,19,6,20,"MoorePark",161,0,NA,11
"32",2017-06-10 07:00:00,14.9,86,0,38.1,5,19,"MoorePark",161,0,NA,11
"33",2017-06-10 08:00:00,15.2,84,0,81.8,6,18,"MoorePark",161,0,NA,11
"34",2017-06-10 09:00:00,15.8,79,0,137.1,8,17,"MoorePark",161,0,NA,11
"35",2017-06-10 10:00:00,16.9,72,0,219.4,10,20,"MoorePark",161,0,NA,11
"36",2017-06-10 11:00:00,17.3,70,0,247.1,13,19,"MoorePark",161,0,NA,11
"37",2017-06-10 12:00:00,17.8,67,0,300,12,20,"MoorePark",161,0,11,11
"38",2017-06-10 13:00:00,18.1,67,0,256.8,13,20,"MoorePark",161,0,NA,11
"39",2017-06-10 14:00:00,16.8,72,0,152.2,14,19,"MoorePark",161,0,NA,11
"40",2017-06-10 15:00:00,16.6,71,0,171.3,16,19,"MoorePark",161,0,NA,11
"41",2017-06-10 16:00:00,17,70,0,65.5,13,19,"MoorePark",161,0,NA,11
"42",2017-06-10 17:00:00,16.1,73,0,36,11,19,"MoorePark",161,0,NA,11
"43",2017-06-10 18:00:00,15.2,76,0,36.6,12,20,"MoorePark",161,0,NA,11
"44",2017-06-10 19:00:00,14.7,79,0,10,8,21,"MoorePark",161,0,NA,11
"45",2017-06-10 20:00:00,14.1,84,0.1,1.2,8,21,"MoorePark",161,0,NA,11
"46",2017-06-10 21:00:00,14,83,0,0,6,20,"MoorePark",161,0,NA,11
"47",2017-06-10 22:00:00,13.8,81,0.3,0,6,20,"MoorePark",161,0,NA,11
"48",2017-06-10 23:00:00,13.6,82,0,0,7,19,"MoorePark",161,0,NA,11
"49",2017-06-11 00:00:00,13.5,83,0,0,6,18,"MoorePark",162,0,NA,11
"50",2017-06-11 01:00:00,13.6,80,0,0,5,18,"MoorePark",162,0,NA,11
"51",2017-06-11 02:00:00,13.4,82,0.1,0,7,18,"MoorePark",162,0,NA,11
"52",2017-06-11 03:00:00,13.4,80,0,0,6,16,"MoorePark",162,0,NA,11
"53",2017-06-11 04:00:00,13.4,81,0,0.8,6,21,"MoorePark",162,0,NA,11
"54",2017-06-11 05:00:00,13.1,83,0,6.3,6,19,"MoorePark",162,0,NA,11
"55",2017-06-11 06:00:00,13.3,82,0,39,7,20,"MoorePark",162,0,NA,11
"56",2017-06-11 07:00:00,13.6,76,0,46.6,9,22,"MoorePark",162,0,NA,11
"57",2017-06-11 08:00:00,13.8,75,0,77,8,22,"MoorePark",162,0,NA,11
"58",2017-06-11 09:00:00,14.3,73,0,77.6,10,23,"MoorePark",162,0,NA,11
"59",2017-06-11 10:00:00,14.5,74,0,77.4,13,22,"MoorePark",162,0,NA,11
"60",2017-06-11 11:00:00,13.7,80,0.2,198.7,11,22,"MoorePark",162,0,NA,11
"61",2017-06-11 12:00:00,15.9,71,0,280.6,12,22,"MoorePark",162,0,0,11
"62",2017-06-11 13:00:00,16.8,62,0,236.8,12,23,"MoorePark",162,0,NA,11
"63",2017-06-11 14:00:00,16.3,61,0,119.5,16,24,"MoorePark",162,0,NA,11
"64",2017-06-11 15:00:00,14.3,71,0,155.7,13,24,"MoorePark",162,0,NA,11
"65",2017-06-11 16:00:00,15.4,66,0,117.4,15,24,"MoorePark",162,0,NA,11
"66",2017-06-11 17:00:00,14.6,73,0.3,85.7,11,24,"MoorePark",162,0,NA,11
"67",2017-06-11 18:00:00,14.7,77,0.1,39,9,26,"MoorePark",162,0,NA,11
"68",2017-06-11 19:00:00,14.1,75,0,10.6,8,24,"MoorePark",162,0,NA,11
"69",2017-06-11 20:00:00,12.6,82,0.2,2.4,9,27,"MoorePark",162,0,NA,11
"70",2017-06-11 21:00:00,12.8,78,0,0,10,26,"MoorePark",162,0,NA,11
"71",2017-06-11 22:00:00,12.7,75,0,0,11,25,"MoorePark",162,0,NA,11
"72",2017-06-11 23:00:00,12.6,75,0,0,9,26,"MoorePark",162,0,NA,11
"73",2017-06-12 00:00:00,12.1,79,0,0,12,26,"MoorePark",163,0,NA,11
"74",2017-06-12 01:00:00,12.1,77,0,0,9,25,"MoorePark",163,0,NA,11
"75",2017-06-12 02:00:00,12.2,76,0,0,9,26,"MoorePark",163,0,NA,11
"76",2017-06-12 03:00:00,11.4,85,0,0,9,26,"MoorePark",163,0,NA,11
"77",2017-06-12 04:00:00,11.4,83,0,2.8,6,27,"MoorePark",163,0,NA,11
"78",2017-06-12 05:00:00,11.9,80,0,19,9,26,"MoorePark",163,0,NA,11
"79",2017-06-12 06:00:00,12.2,78,0,29.8,7,26,"MoorePark",163,0,NA,11
"80",2017-06-12 07:00:00,12.5,76,0,75.6,7,26,"MoorePark",163,0,NA,11
"81",2017-06-12 08:00:00,13.3,72,0,76.3,9,26,"MoorePark",163,0,NA,11
"82",2017-06-12 09:00:00,13.4,73,0,114.5,10,26,"MoorePark",163,0,NA,11
"83",2017-06-12 10:00:00,14.4,69,0,160.3,9,25,"MoorePark",163,0,NA,11
"84",2017-06-12 11:00:00,15.4,64,0,209.4,9,26,"MoorePark",163,0,NA,11
"85",2017-06-12 12:00:00,16.8,59,0,175.4,9,28,"MoorePark",163,0,0,11
"86",2017-06-12 13:00:00,15.8,67,0,144.5,9,27,"MoorePark",163,0,NA,10.5
"87",2017-06-12 14:00:00,16.1,71,0,102.4,5,25,"MoorePark",163,0,NA,10.1
"88",2017-06-12 15:00:00,15.6,72,0,50.5,8,23,"MoorePark",163,0,NA,9.6
"89",2017-06-12 16:00:00,15,76,0,36.7,8,22,"MoorePark",163,0,NA,9.2
"90",2017-06-12 17:00:00,14.7,80,0,28.5,7,22,"MoorePark",163,0,NA,8.7
"91",2017-06-12 18:00:00,14.9,81,0,12.6,4,21,"MoorePark",163,0,NA,8.2
"92",2017-06-12 19:00:00,14.6,82,0,5,5,20,"MoorePark",163,0,NA,7.8
"93",2017-06-12 20:00:00,14.3,81,0,1,7,22,"MoorePark",163,0,NA,7.3
"94",2017-06-12 21:00:00,13.6,84,0,0,6,23,"MoorePark",163,0,NA,6.9
"95",2017-06-12 22:00:00,13.4,83,0,0,6,21,"MoorePark",163,0,NA,6.4
"96",2017-06-12 23:00:00,13.1,84,0,0,5,22,"MoorePark",163,0,NA,6
"97",2017-06-13 00:00:00,13.1,85,0,0,4,23,"MoorePark",164,0,NA,5.5
"98",2017-06-13 01:00:00,13.1,84,0,0,5,22,"MoorePark",164,0,NA,5
"99",2017-06-13 02:00:00,13,87,0,0,3,19,"MoorePark",164,0,NA,4.6
"100",2017-06-13 03:00:00,13,88,0,0,3,19,"MoorePark",164,0,NA,4.1
"101",2017-06-13 04:00:00,12.9,88,0,3.9,3,15,"MoorePark",164,0,NA,3.7
"102",2017-06-13 05:00:00,13,87,0,11.8,4,19,"MoorePark",164,0,NA,3.2
"103",2017-06-13 06:00:00,13.1,85,0,27.6,3,10,"MoorePark",164,0,NA,2.8
"104",2017-06-13 07:00:00,13.4,84,0,39.4,5,21,"MoorePark",164,0,NA,2.3
"105",2017-06-13 08:00:00,13.5,83,0,47.2,5,19,"MoorePark",164,0,NA,1.8
"106",2017-06-13 09:00:00,14.2,80,0,97.7,5,20,"MoorePark",164,0,NA,1.4
"107",2017-06-13 10:00:00,15.1,77,0,175.3,6,18,"MoorePark",164,0,NA,0.9
"108",2017-06-13 11:00:00,15.1,77,0,118.3,8,17,"MoorePark",164,0,NA,0.5
"109",2017-06-13 12:00:00,15.8,77,0,103.1,9,21,"MoorePark",164,0,0,0
"110",2017-06-13 13:00:00,15.9,75,0,145.4,8,18,"MoorePark",164,0,NA,0
"111",2017-06-13 14:00:00,17.1,71,0,152.3,7,20,"MoorePark",164,0,NA,0
"112",2017-06-13 15:00:00,17,72,0,99.8,7,19,"MoorePark",164,0,NA,0
"113",2017-06-13 16:00:00,16.5,73,0,45.3,8,19,"MoorePark",164,0,NA,0
"114",2017-06-13 17:00:00,15.6,72,0,28.9,7,19,"MoorePark",164,0,NA,0
"115",2017-06-13 18:00:00,14.9,75,0,28.7,8,19,"MoorePark",164,0,NA,0
"116",2017-06-13 19:00:00,14.8,72,0,19.7,5,19,"MoorePark",164,0,NA,0
"117",2017-06-13 20:00:00,13.9,75,0,4.2,3,14,"MoorePark",164,0,NA,0
"118",2017-06-13 21:00:00,12.6,84,0,0,5,16,"MoorePark",164,0,NA,0
"119",2017-06-13 22:00:00,12,89,0,0,4,14,"MoorePark",164,0,NA,0
"120",2017-06-13 23:00:00,11.9,90,0,0,4,13,"MoorePark",164,0,NA,0
"121",2017-06-14 00:00:00,12.4,90,0,0,4,13,"MoorePark",165,0,NA,0
"122",2017-06-14 01:00:00,12.5,89,0,0,4,16,"MoorePark",165,0,NA,0
"123",2017-06-14 02:00:00,12.6,87,0,0,4,13,"MoorePark",165,0,NA,0
"124",2017-06-14 03:00:00,12.6,86,0,0,5,13,"MoorePark",165,0,NA,0
"125",2017-06-14 04:00:00,12.4,87,0,1.7,6,14,"MoorePark",165,0,NA,0
"126",2017-06-14 05:00:00,12.5,87,0,14.8,5,14,"MoorePark",165,0,NA,0
"127",2017-06-14 06:00:00,12.9,85,0,57.2,6,16,"MoorePark",165,0,NA,0
"128",2017-06-14 07:00:00,13.6,82,0,75.7,7,17,"MoorePark",165,0,NA,0
"129",2017-06-14 08:00:00,14.1,77,0,92.5,6,16,"MoorePark",165,0,NA,0
"130",2017-06-14 09:00:00,14.6,72,0,151.3,6,17,"MoorePark",165,0,NA,0
"131",2017-06-14 10:00:00,15.5,69,0,219.6,9,15,"MoorePark",165,0,NA,0
