"","date","temp","rhum","rain","solar","wdspd","wddir","stna","DayNo","irish_rules","dk_daily_spor","dk_infpressure","irish_rules_sensitive"
"1",2018-02-10 00:00:00,4,88,0.2,0,11,18,"Gurteen",41,0,0,0,0
"2",2018-02-10 01:00:00,4.5,91,0.7,0,14,17,"Gurteen",41,0,NA,0,0
"3",2018-02-10 02:00:00,5.4,91,0.9,0,15,18,"Gurteen",41,0,NA,0,0
"4",2018-02-10 03:00:00,6.6,92,0.9,0,18,19,"Gurteen",41,0,NA,0,0
"5",2018-02-10 04:00:00,7.3,93,0.9,0,15,19,"Gurteen",41,0,NA,0,0
"6",2018-02-10 05:00:00,8.4,94,0.5,0,15,21,"Gurteen",41,0,NA,0,0
"7",2018-02-10 06:00:00,8.3,95,0.3,0,13,21,"Gurteen",41,0,NA,0,0
"8",2018-02-10 07:00:00,8.7,97,0.3,0,9,22,"Gurteen",41,0,NA,0,0
"9",2018-02-10 08:00:00,9.4,97,0.4,5,12,23,"Gurteen",41,0,NA,0,0
"10",2018-02-10 09:00:00,9.2,93,0.3,43.5,15,27,"Gurteen",41,0,NA,0,0
"11",2018-02-10 10:00:00,9,84,0,61.2,16,25,"Gurteen",41,0,NA,0,0
"12",2018-02-10 11:00:00,9.1,85,0.1,87.9,13,26,"Gurteen",41,0,0,0,0
"13",2018-02-10 12:00:00,9.6,79,0,74.9,8,25,"Gurteen",41,0,NA,0,0
"14",2018-02-10 13:00:00,9.7,77,0,103.7,13,25,"Gurteen",41,0,NA,0,0
"15",2018-02-10 14:00:00,9.8,80,0,56.3,14,23,"Gurteen",41,0,NA,0,0
"16",2018-02-10 15:00:00,9.8,80,0,22.9,11,22,"Gurteen",41,0,NA,0,0
"17",2018-02-10 16:00:00,9.5,85,0,11.6,13,20,"Gurteen",41,0,NA,0,0
"18",2018-02-10 17:00:00,10.2,90,0.5,0.6,18,20,"Gurteen",41,0,NA,0,0
"19",2018-02-10 18:00:00,9.8,93,0.9,0,18,23,"Gurteen",41,0,NA,0,0
"20",2018-02-10 19:00:00,6.1,86,0,0,18,26,"Gurteen",41,0,NA,0,0
"21",2018-02-10 20:00:00,5.7,85,0.6,0,23,28,"Gurteen",41,0,NA,0,0
"22",2018-02-10 21:00:00,5.6,81,0,0,20,26,"Gurteen",41,0,NA,0,0
"23",2018-02-10 22:00:00,4.6,80,0,0,21,27,"Gurteen",41,0,NA,0,0
"24",2018-02-10 23:00:00,3.7,88,0,0,12,29,"Gurteen",41,0,NA,0,0
"25",2018-02-11 00:00:00,2.7,82,0,0,15,28,"Gurteen",42,0,NA,0,0
"26",2018-02-11 01:00:00,2.5,79,0,0,13,27,"Gurteen",42,0,NA,0,0
"27",2018-02-11 02:00:00,1.5,91,0.3,0,11,27,"Gurteen",42,0,NA,0,0
"28",2018-02-11 03:00:00,1.6,89,0,0,10,26,"Gurteen",42,0,NA,0,0
"29",2018-02-11 04:00:00,0.9,93,0.6,0,8,25,"Gurteen",42,0,NA,0,0
"30",2018-02-11 05:00:00,0.9,94,0,0,7,25,"Gurteen",42,0,NA,0,0
"31",2018-02-11 06:00:00,0.8,93,0.1,0,9,27,"Gurteen",42,0,NA,0,0
"32",2018-02-11 07:00:00,0.4,95,0.1,0.1,11,25,"Gurteen",42,0,NA,0,0
"33",2018-02-11 08:00:00,0.1,97,0.2,10.4,10,26,"Gurteen",42,0,NA,0,0
"34",2018-02-11 09:00:00,0.1,96,0.1,49.7,10,24,"Gurteen",42,0,NA,0,0
"35",2018-02-11 10:00:00,0.7,91,0.6,60,9,26,"Gurteen",42,0,NA,0,0
"36",2018-02-11 11:00:00,0,97,0.1,105,10,26,"Gurteen",42,0,0,0,0
"37",2018-02-11 12:00:00,1.6,95,0.3,75.3,10,28,"Gurteen",42,0,NA,0,0
"38",2018-02-11 13:00:00,1,94,0,140.1,12,28,"Gurteen",42,0,NA,0,0
"39",2018-02-11 14:00:00,2.2,88,0,60.7,11,29,"Gurteen",42,0,NA,0,0
"40",2018-02-11 15:00:00,1.7,92,0.2,69.9,7,28,"Gurteen",42,0,NA,0,0
"41",2018-02-11 16:00:00,2.1,91,0,29.9,6,22,"Gurteen",42,0,NA,0,0
"42",2018-02-11 17:00:00,2.1,80,0,2.5,10,29,"Gurteen",42,0,NA,0,0
"43",2018-02-11 18:00:00,0.5,87,0,0,7,23,"Gurteen",42,0,NA,0,0
"44",2018-02-11 19:00:00,0.7,90,0,0,5,24,"Gurteen",42,0,NA,0,0
