"","date","temp","rhum","rain","solar","wdspd","wddir","stna","irish_rules"
"1",2017-06-06 00:00:00,10,89,0,0,12,31,"OakPark",0
"2",2017-06-06 01:00:00,9.7,87,0,0,12,30,"OakPark",0
"3",2017-06-06 02:00:00,9.4,86,0,0,11,29,"OakPark",0
"4",2017-06-06 03:00:00,9.2,86,0,0,12,29,"OakPark",0
"5",2017-06-06 04:00:00,8.6,89,0,3.4,11,28,"OakPark",0
"6",2017-06-06 05:00:00,8.5,89,0,33,12,28,"OakPark",0
"7",2017-06-06 06:00:00,9.3,86,0,96.1,11,28,"OakPark",0
"8",2017-06-06 07:00:00,11,76,0,157.8,15,29,"OakPark",0
"9",2017-06-06 08:00:00,12.1,72,0,169.7,17,29,"OakPark",0
"10",2017-06-06 09:00:00,12.8,67,0,167.8,17,30,"OakPark",0
"11",2017-06-06 10:00:00,12.8,67,0,237.7,18,28,"OakPark",0
"12",2017-06-06 11:00:00,14.6,61,0,290.4,14,30,"OakPark",0
"13",2017-06-06 12:00:00,15.7,55,0,262,16,29,"OakPark",0
"14",2017-06-06 13:00:00,15.3,57,0,232.7,17,29,"OakPark",0
"15",2017-06-06 14:00:00,12.7,72,0.9,114.5,13,32,"OakPark",0
"16",2017-06-06 15:00:00,12.6,73,0.2,216,12,28,"OakPark",0
"17",2017-06-06 16:00:00,13,69,0,128.3,17,28,"OakPark",0
"18",2017-06-06 17:00:00,12.3,74,0.3,98,13,29,"OakPark",0
"19",2017-06-06 18:00:00,12.6,76,0,72.5,12,28,"OakPark",0
"20",2017-06-06 19:00:00,13.2,69,0,35.6,13,30,"OakPark",0
"21",2017-06-06 20:00:00,12.2,70,0,2.6,12,29,"OakPark",0
"22",2017-06-06 21:00:00,11.4,75,0,0,9,30,"OakPark",0
"23",2017-06-06 22:00:00,10.9,75,0,0,10,29,"OakPark",0
"24",2017-06-06 23:00:00,9.9,80,0,0,10,28,"OakPark",0
"25",2017-06-07 00:00:00,9.1,86,0,0,10,28,"OakPark",0
"26",2017-06-07 01:00:00,9.2,87,0,0,10,29,"OakPark",0
"27",2017-06-07 02:00:00,8.9,89,0,0,9,27,"OakPark",0
"28",2017-06-07 03:00:00,8.6,91,0,0,8,28,"OakPark",0
"29",2017-06-07 04:00:00,7.8,94,0,8.3,7,26,"OakPark",0
"30",2017-06-07 05:00:00,8.2,93,0,39.1,6,23,"OakPark",0
"31",2017-06-07 05:00:00,9,89,0,36,6,253,"OakPark",0
"32",2017-06-07 06:00:00,11,82,0,75,7,257,"OakPark",0
"33",2017-06-07 07:00:00,12,72,0,129,7,269,"OakPark",0
"34",2017-06-07 08:00:00,13,66,0,152,7,252,"OakPark",0
"35",2017-06-07 09:00:00,14,60,0,165,7,231,"OakPark",0
"36",2017-06-07 10:00:00,14,60,0,167,8,215,"OakPark",0
"37",2017-06-07 11:00:00,13,62,0.1,129,9,212,"OakPark",0
"38",2017-06-07 12:00:00,12,77,0.3,48,9,181,"OakPark",0
"39",2017-06-07 13:00:00,12,76,0.2,49,10,174,"OakPark",0
"40",2017-06-07 14:00:00,12,84,0.4,28,8,153,"OakPark",0
"41",2017-06-07 15:00:00,13,94,0.7,26,10,180,"OakPark",0
"42",2017-06-07 16:00:00,13,97,0.5,24,8,197,"OakPark",0
"43",2017-06-07 17:00:00,13,98,0.8,16,8,201,"OakPark",0
"44",2017-06-07 18:00:00,13,98,0.7,9,8,202,"OakPark",0
"45",2017-06-07 19:00:00,13,98,0.6,3,8,207,"OakPark",0
"46",2017-06-07 20:00:00,13,98,0.2,1,8,210,"OakPark",0
"47",2017-06-07 21:00:00,13,99,0,0,7,203,"OakPark",0
"48",2017-06-07 22:00:00,13,99,0.1,0,7,201,"OakPark",0
"49",2017-06-07 23:00:00,13,98,0.1,0,6,201,"OakPark",0
"50",2017-06-08 00:00:00,13,98,0.2,0,5,189,"OakPark",0
"51",2017-06-08 01:00:00,13,99,0.4,0,5,181,"OakPark",0
"52",2017-06-08 02:00:00,13,100,1.1,0,5,174,"OakPark",1
"53",2017-06-08 03:00:00,13,100,0.8,0,6,177,"OakPark",2
"54",2017-06-08 04:00:00,13,100,1.3,1,7,176,"OakPark",3
"55",2017-06-08 05:00:00,13,100,1.3,4,7,172,"OakPark",4
"56",2017-06-08 06:00:00,13,100,1.8,10,8,176,"OakPark",5
"57",2017-06-08 07:00:00,13,100,2.3,13,6,161,"OakPark",6
"58",2017-06-08 08:00:00,13,100,0.6,17,6,189,"OakPark",7
"59",2017-06-08 09:00:00,14,94,0.1,27,8,207,"OakPark",8
"60",2017-06-08 10:00:00,14,92,0.2,45,6,193,"OakPark",9
"61",2017-06-08 11:00:00,14,90,0.9,86,9,218,"OakPark",10
"62",2017-06-08 12:00:00,15,89,0.1,77,9,222,"OakPark",0
"63",2017-06-08 13:00:00,16,80,1.8,282,9,201,"OakPark",0
"64",2017-06-08 14:00:00,15,78,1.7,193,11,214,"OakPark",0
"65",2017-06-08 15:00:00,15,71,0.2,152,11,214,"OakPark",0
"66",2017-06-08 16:00:00,14,76,0.8,110,12,227,"OakPark",0
"67",2017-06-08 17:00:00,15,73,0.1,97,10,225,"OakPark",0
"68",2017-06-08 18:00:00,14,70,0,70,10,218,"OakPark",0
"69",2017-06-08 19:00:00,13,77,0,28,9,207,"OakPark",0
"70",2017-06-08 20:00:00,12,83,0,5,8,200,"OakPark",0
"71",2017-06-08 21:00:00,11,85,0,0,8,203,"OakPark",0
"72",2017-06-08 22:00:00,11,90,0,0,7,204,"OakPark",0
"73",2017-06-08 23:00:00,10,94,0,0,7,205,"OakPark",0
"74",2017-06-09 00:00:00,10,95,0,0,6,208,"OakPark",0
"75",2017-06-09 01:00:00,9,96,0,0,5,218,"OakPark",0
"76",2017-06-09 02:00:00,8,96,0,0,5,228,"OakPark",0
"77",2017-06-09 03:00:00,8,97,0,0,6,232,"OakPark",0
"78",2017-06-09 04:00:00,9,96,0,8,6,235,"OakPark",0
"79",2017-06-09 05:00:00,10,91,0,40,7,230,"OakPark",0
"80",2017-06-09 06:00:00,12,84,0,83,10,247,"OakPark",0
"81",2017-06-09 07:00:00,13,74,0,120,10,251,"OakPark",0
"82",2017-06-09 08:00:00,14,68,0,126,9,247,"OakPark",0
"83",2017-06-09 09:00:00,15,64,0,142,10,238,"OakPark",0
"84",2017-06-09 10:00:00,16,60,0,145,9,238,"OakPark",0
"85",2017-06-09 11:00:00,17,55,0,193,9,232,"OakPark",0
"86",2017-06-09 12:00:00,17,56,0,106,8,226,"OakPark",0
"87",2017-06-09 13:00:00,17,58,0.1,136,10,215,"OakPark",0
"88",2017-06-09 14:00:00,16,71,0,96,10,200,"OakPark",0
