"","date","temp","rhum","rain","solar","wdspd","wddir","stna","DayNo","irish_rules","dk_daily_spor","dk_infpressure"
"1",2017-06-17 00:00:00,16.1,94,0,0,5,16,"OakPark",168,0,NA,11
"2",2017-06-17 01:00:00,15.4,94,0,0,7,18,"OakPark",168,0,NA,11
"3",2017-06-17 02:00:00,14.2,95,0,0,4,19,"OakPark",168,0,NA,11
"4",2017-06-17 03:00:00,13.9,94,0,0.1,6,17,"OakPark",168,0,NA,11
"5",2017-06-17 04:00:00,13.2,93,0,9,3,15,"OakPark",168,0,NA,11
"6",2017-06-17 05:00:00,13.1,92,0,37.3,2,14,"OakPark",168,0,NA,11
"7",2017-06-17 06:00:00,15.2,83,0,96.8,2,20,"OakPark",168,0,NA,11
"8",2017-06-17 07:00:00,16.5,79,0,153.5,4,19,"OakPark",168,0,NA,11
"9",2017-06-17 08:00:00,18.1,72,0,206.3,2,16,"OakPark",168,0,NA,11
"10",2017-06-17 09:00:00,19.4,71,0,254.2,3,21,"OakPark",168,0,NA,11
"11",2017-06-17 10:00:00,20.9,63,0,291.2,5,19,"OakPark",168,0,NA,11
"12",2017-06-17 11:00:00,21.9,62,0,313.7,5,13,"OakPark",168,0,NA,11
"13",2017-06-17 12:00:00,23.1,59,0,321.8,8,19,"OakPark",168,0,0,11
"14",2017-06-17 13:00:00,24,54,0,316,7,17,"OakPark",168,0,NA,11
"15",2017-06-17 14:00:00,24.8,44,0,292.9,7,25,"OakPark",168,0,NA,11
"16",2017-06-17 15:00:00,25.4,46,0,238.2,7,23,"OakPark",168,0,NA,11
"17",2017-06-17 16:00:00,25.2,51,0,205.2,9,21,"OakPark",168,0,NA,11
"18",2017-06-17 17:00:00,24.8,59,0,148.8,8,18,"OakPark",168,0,NA,11
"19",2017-06-17 18:00:00,24.1,65,0,93.1,8,19,"OakPark",168,0,NA,11
"20",2017-06-17 19:00:00,22.4,68,0,42.6,10,18,"OakPark",168,0,NA,11
"21",2017-06-17 20:00:00,20.4,74,0,7.6,8,19,"OakPark",168,0,NA,11
"22",2017-06-17 21:00:00,18.2,81,0,0,6,19,"OakPark",168,0,NA,11
"23",2017-06-17 22:00:00,16.9,85,0,0,4,15,"OakPark",168,0,NA,11
"24",2017-06-17 23:00:00,15.6,89,0,0,2,24,"OakPark",168,0,NA,11
"25",2017-06-18 00:00:00,14.5,93,0,0,2,23,"OakPark",169,0,NA,11
"26",2017-06-18 01:00:00,13.4,95,0,0,3,28,"OakPark",169,0,NA,11
"27",2017-06-18 02:00:00,13.6,94,0,0,3,34,"OakPark",169,0,NA,11
"28",2017-06-18 03:00:00,12.6,96,0,0.1,2,34,"OakPark",169,0,NA,11
"29",2017-06-18 04:00:00,11.7,97,0,5.5,3,30,"OakPark",169,0,NA,11
