"","date","temp","rhum","rain","solar","wdspd","wddir","stna","irish_rules"
"1",2017-05-28 00:00:00,11.6,93,0,0,6,27,"JohnstownCastle",0
"2",2017-05-28 01:00:00,11.6,92,0,0,9,30,"JohnstownCastle",0
"3",2017-05-28 02:00:00,11.1,93,0,0,6,32,"JohnstownCastle",0
"4",2017-05-28 03:00:00,11.1,93,0,0,6,32,"JohnstownCastle",0
"5",2017-05-28 04:00:00,10.4,94,0,5.5,7,33,"JohnstownCastle",0
"6",2017-05-28 05:00:00,10.5,95,0,37.5,7,34,"JohnstownCastle",0
"7",2017-05-28 06:00:00,11.2,87,0,63.5,8,34,"JohnstownCastle",0
"8",2017-05-28 07:00:00,11.5,85,0,59.6,7,34,"JohnstownCastle",0
"9",2017-05-28 08:00:00,12.3,83,0,129.1,6,35,"JohnstownCastle",0
"10",2017-05-28 09:00:00,13.3,79,0,177.3,8,5,"JohnstownCastle",0
"11",2017-05-28 10:00:00,13,84,0,165.6,8,6,"JohnstownCastle",0
"12",2017-05-28 11:00:00,12.7,84,0,100.2,7,7,"JohnstownCastle",0
"13",2017-05-28 12:00:00,12.5,83,0,76.8,6,6,"JohnstownCastle",0
"14",2017-05-28 13:00:00,12.1,82,0,116.9,7,6,"JohnstownCastle",0
"15",2017-05-28 14:00:00,12.4,82,0,143,9,5,"JohnstownCastle",0
"16",2017-05-28 15:00:00,12.6,81,0,94.6,8,5,"JohnstownCastle",0
"17",2017-05-28 16:00:00,12.4,83,0,51.1,9,5,"JohnstownCastle",0
"18",2017-05-28 17:00:00,12.2,84,0,29.4,7,6,"JohnstownCastle",0
"19",2017-05-28 18:00:00,11.9,89,0.1,11.5,7,5,"JohnstownCastle",0
"20",2017-05-28 19:00:00,11.8,92,0.2,4.3,4,4,"JohnstownCastle",0
"21",2017-05-28 20:00:00,11.5,92,0.6,0.2,5,3,"JohnstownCastle",0
"22",2017-05-28 21:00:00,11.4,93,0.3,0,4,3,"JohnstownCastle",0
"23",2017-05-28 22:00:00,11.3,94,0.4,0,4,1,"JohnstownCastle",0
"24",2017-05-28 23:00:00,11.3,93,0.1,0,5,1,"JohnstownCastle",0
"25",2017-05-29 00:00:00,11.1,93,0.2,0,6,2,"JohnstownCastle",0
"26",2017-05-29 01:00:00,10.6,94,1.2,0,6,2,"JohnstownCastle",0
"27",2017-05-29 02:00:00,10.7,96,1.4,0,5,1,"JohnstownCastle",0
"28",2017-05-29 03:00:00,10.9,95,0.1,0,6,1,"JohnstownCastle",0
"29",2017-05-29 04:00:00,10.9,96,0.3,0.7,5,2,"JohnstownCastle",0
"30",2017-05-29 05:00:00,11.2,97,0.3,4.2,5,1,"JohnstownCastle",0
"31",2017-05-29 05:00:00,12,93,0.6,9,7,16,"JohnstownCastle",1
"32",2017-05-29 06:00:00,13,93,0.1,41,7,6,"JohnstownCastle",2
"33",2017-05-29 07:00:00,14,90,0.1,101,6,16,"JohnstownCastle",3
"34",2017-05-29 08:00:00,14,89,0.3,100,6,15,"JohnstownCastle",0
"35",2017-05-29 09:00:00,15,85,0,116,5,9,"JohnstownCastle",0
"36",2017-05-29 10:00:00,16,81,0,166,3,22,"JohnstownCastle",0
"37",2017-05-29 11:00:00,16,81,0,216,2,130,"JohnstownCastle",0
"38",2017-05-29 12:00:00,16,86,0,221,4,164,"JohnstownCastle",0
"39",2017-05-29 13:00:00,16,84,0,249,8,196,"JohnstownCastle",0
"40",2017-05-29 14:00:00,16,79,0,235,9,207,"JohnstownCastle",0
"41",2017-05-29 15:00:00,16,76,0,230,10,226,"JohnstownCastle",0
"42",2017-05-29 16:00:00,15,78,0,178,11,236,"JohnstownCastle",0
