"","date","temp","rhum","rain","solar","wdspd","wddir","stna","DayNo","irish_rules","dk_daily_spor","dk_infpressure"
"1",2017-06-13 00:00:00,13.3,94,0,0,6,20,"OakPark",164,0,NA,10
"2",2017-06-13 01:00:00,13.4,94,0,0,5,20,"OakPark",164,0,NA,10
"3",2017-06-13 02:00:00,13.1,94,0,0,5,20,"OakPark",164,0,NA,10
"4",2017-06-13 03:00:00,12.7,93,0,0,4,21,"OakPark",164,0,NA,10
"5",2017-06-13 04:00:00,12.4,93,0,7.1,6,20,"OakPark",164,0,NA,10
"6",2017-06-13 05:00:00,12.5,93,0,34.8,5,17,"OakPark",164,0,NA,10
"7",2017-06-13 06:00:00,13.1,91,0,40.8,9,20,"OakPark",164,0,NA,10
"8",2017-06-13 07:00:00,13.9,89,0,99.6,5,14,"OakPark",164,0,NA,10
"9",2017-06-13 08:00:00,15.4,86,0,150.6,10,18,"OakPark",164,0,NA,10
"10",2017-06-13 09:00:00,16.2,81,0,100.3,8,16,"OakPark",164,0,NA,10
"11",2017-06-13 10:00:00,15.7,87,0.2,129.7,8,16,"OakPark",164,0,NA,10
"12",2017-06-13 11:00:00,17.1,78,0,221.1,10,18,"OakPark",164,0,NA,10
"13",2017-06-13 12:00:00,18.1,76,0,293.1,9,20,"OakPark",164,0,0,10
"14",2017-06-13 13:00:00,18.8,70,0,217.7,11,20,"OakPark",164,0,NA,10
"15",2017-06-13 14:00:00,17.7,75,0,106.3,10,18,"OakPark",164,0,NA,10
"16",2017-06-13 15:00:00,17.7,73,0,101.6,10,19,"OakPark",164,0,NA,10
"17",2017-06-13 16:00:00,17.7,74,0,91.2,11,19,"OakPark",164,0,NA,10
"18",2017-06-13 17:00:00,17.3,75,0,49.4,7,22,"OakPark",164,0,NA,10
"19",2017-06-13 18:00:00,17,79,0,43.9,9,19,"OakPark",164,0,NA,10
"20",2017-06-13 19:00:00,15.6,81,0,11.2,10,20,"OakPark",164,0,NA,10
"21",2017-06-13 20:00:00,14.3,85,0,3.7,9,17,"OakPark",164,0,NA,10
"22",2017-06-13 21:00:00,13.6,87,0,0,7,16,"OakPark",164,0,NA,10
"23",2017-06-13 22:00:00,12.1,91,0,0,4,16,"OakPark",164,0,NA,10
"24",2017-06-13 23:00:00,11.5,92,0,0,5,16,"OakPark",164,0,NA,10
"25",2017-06-14 00:00:00,11.4,94,0,0,7,16,"OakPark",165,0,NA,10
"26",2017-06-14 01:00:00,11.9,92,0,0,4,15,"OakPark",165,0,NA,10
"27",2017-06-14 02:00:00,12.4,91,0,0,3,15,"OakPark",165,0,NA,10
"28",2017-06-14 03:00:00,12.6,90,0,0,4,14,"OakPark",165,0,NA,10
"29",2017-06-14 04:00:00,11.8,93,0,5,5,12,"OakPark",165,0,NA,10
"30",2017-06-14 05:00:00,12,92,0,19.7,5,14,"OakPark",165,0,NA,10
"31",2017-06-14 06:00:00,12.5,90,0,37.9,5,13,"OakPark",165,0,NA,10
"32",2017-06-14 07:00:00,13.1,88,0,103,7,16,"OakPark",165,0,NA,10
"33",2017-06-14 08:00:00,14.3,83,0,96.3,11,17,"OakPark",165,0,NA,10
"34",2017-06-14 09:00:00,14.5,79,0,142.3,10,19,"OakPark",165,0,NA,10
"35",2017-06-14 10:00:00,15.9,76,0,212.1,12,18,"OakPark",165,0,NA,10
"36",2017-06-14 11:00:00,16.3,71,0,197.2,13,17,"OakPark",165,0,NA,10
"37",2017-06-14 12:00:00,16.5,71,0,184.5,14,17,"OakPark",165,0,10,10
"38",2017-06-14 13:00:00,16.6,68,0,197.6,13,17,"OakPark",165,0,NA,10
"39",2017-06-14 14:00:00,17.4,67,0,159.8,14,17,"OakPark",165,0,NA,10
"40",2017-06-14 15:00:00,16.2,70,0,109.7,12,17,"OakPark",165,0,NA,10
"41",2017-06-14 16:00:00,15.6,72,0,69.9,14,19,"OakPark",165,0,NA,10
"42",2017-06-14 17:00:00,14.9,75,0,40.7,13,18,"OakPark",165,0,NA,10
"43",2017-06-14 18:00:00,14.3,79,0,20.9,11,17,"OakPark",165,0,NA,10
"44",2017-06-14 19:00:00,14.2,82,0,13.5,9,18,"OakPark",165,0,NA,10
"45",2017-06-14 20:00:00,14.2,81,0,2.9,9,15,"OakPark",165,0,NA,10
"46",2017-06-14 21:00:00,14.1,85,0,0,10,17,"OakPark",165,0,NA,10
"47",2017-06-14 22:00:00,14.1,89,0,0,10,17,"OakPark",165,0,NA,10
"48",2017-06-14 23:00:00,13.8,95,0,0,11,18,"OakPark",165,0,NA,10
"49",2017-06-15 00:00:00,13.9,96,0.4,0,8,20,"OakPark",166,0,NA,10
"50",2017-06-15 01:00:00,13.2,95,0,0,5,17,"OakPark",166,0,NA,10
"51",2017-06-15 02:00:00,12.6,96,0,0,7,16,"OakPark",166,0,NA,10
"52",2017-06-15 03:00:00,12,94,0,0,7,19,"OakPark",166,0,NA,10
"53",2017-06-15 04:00:00,10.6,95,0,11.3,4,19,"OakPark",166,0,NA,10
"54",2017-06-15 05:00:00,11.2,93,0.1,25.9,6,20,"OakPark",166,0,NA,10
