"","date","temp","rhum","rain","solar","wdspd","wddir","stna","DayNo","irish_rules","dk_daily_spor","dk_infpressure"
"1",2017-06-04 00:00:00,10.4,88,0,0,8,24,"JohnstownCastle",155,0,NA,19
"2",2017-06-04 01:00:00,10.2,87,0,0,7,23,"JohnstownCastle",155,0,NA,19
"3",2017-06-04 02:00:00,9.9,87,0,0,6,25,"JohnstownCastle",155,0,NA,19
"4",2017-06-04 03:00:00,9.4,89,0,0,6,25,"JohnstownCastle",155,0,NA,19
"5",2017-06-04 04:00:00,9.9,90,0,5.2,5,24,"JohnstownCastle",155,0,NA,19
"6",2017-06-04 05:00:00,10.4,87,0,18.8,6,23,"JohnstownCastle",155,0,NA,19
"7",2017-06-04 06:00:00,10.7,88,0,98.4,4,23,"JohnstownCastle",155,0,NA,19
"8",2017-06-04 07:00:00,11.9,75,0,158.8,7,24,"JohnstownCastle",155,0,NA,19
"9",2017-06-04 08:00:00,12.8,69,0,191.4,8,24,"JohnstownCastle",155,0,NA,19
"10",2017-06-04 09:00:00,14,61,0,218.6,9,24,"JohnstownCastle",155,0,NA,19
"11",2017-06-04 10:00:00,13.9,66,0,317.1,11,22,"JohnstownCastle",155,0,NA,19
"12",2017-06-04 11:00:00,14.3,66,0,323.3,13,21,"JohnstownCastle",155,0,NA,19
"13",2017-06-04 12:00:00,14.8,64,0,326.4,12,23,"JohnstownCastle",155,0,0,19
"14",2017-06-04 13:00:00,15.1,66,0,311.8,12,22,"JohnstownCastle",155,0,NA,19.5
"15",2017-06-04 14:00:00,15.2,65,0,291.7,13,22,"JohnstownCastle",155,0,NA,19.9
"16",2017-06-04 15:00:00,14.8,62,0,245.5,11,22,"JohnstownCastle",155,0,NA,20.4
"17",2017-06-04 16:00:00,14.6,58,0,202.6,15,22,"JohnstownCastle",155,0,NA,20.8
"18",2017-06-04 17:00:00,13.9,66,0,146.2,16,22,"JohnstownCastle",155,0,NA,21.3
