"","date","temp","rhum","rain","solar","wdspd","wddir","stna","irish_rules"
"1",2017-05-25 00:00:00,11.1,100,0,0,2,11,"Dunsany",0
"2",2017-05-25 01:00:00,10.4,100,0,0,3,11,"Dunsany",0
"3",2017-05-25 02:00:00,10.1,100,0,0,5,7,"Dunsany",0
"4",2017-05-25 03:00:00,10.9,100,0,0,3,9,"Dunsany",0
"5",2017-05-25 04:00:00,10.7,100,0,3.8,4,8,"Dunsany",0
"6",2017-05-25 05:00:00,10.6,100,0,28.7,5,7,"Dunsany",0
"7",2017-05-25 06:00:00,11.6,100,0.1,56.5,2,6,"Dunsany",0
"8",2017-05-25 07:00:00,12.9,100,0,128.6,6,10,"Dunsany",0
"9",2017-05-25 08:00:00,13.9,100,0,191.5,9,10,"Dunsany",0
"10",2017-05-25 09:00:00,16,93,0,235.6,11,11,"Dunsany",0
"11",2017-05-25 10:00:00,18.5,85,0,270.1,10,10,"Dunsany",0
"12",2017-05-25 11:00:00,21.2,77,0,263.4,10,10,"Dunsany",0
"13",2017-05-25 12:00:00,20.1,79,0,265.5,10,7,"Dunsany",0
"14",2017-05-25 13:00:00,23.7,63,0,289.9,9,11,"Dunsany",0
"15",2017-05-25 14:00:00,23.5,59,0,271.5,11,11,"Dunsany",0
"16",2017-05-25 15:00:00,23.7,62,0,235,10,19,"Dunsany",0
"17",2017-05-25 16:00:00,22.7,66,0,185.2,9,20,"Dunsany",0
"18",2017-05-25 17:00:00,22.5,65,0,130,8,20,"Dunsany",0
"19",2017-05-25 18:00:00,22,67,0,77.6,8,18,"Dunsany",0
"20",2017-05-25 19:00:00,20.8,72,0,30.4,8,19,"Dunsany",0
"21",2017-05-25 20:00:00,19.4,76,0,2.6,5,22,"Dunsany",0
"22",2017-05-25 21:00:00,17.6,83,0,0,2,4,"Dunsany",0
"23",2017-05-25 22:00:00,14.8,93,0,0,6,7,"Dunsany",0
"24",2017-05-25 23:00:00,14.5,94,0,0,9,10,"Dunsany",0
"25",2017-05-26 00:00:00,14.5,94,0,0,9,11,"Dunsany",0
"26",2017-05-26 01:00:00,14.2,94,0,0,6,10,"Dunsany",0
"27",2017-05-26 02:00:00,14,95,0,0,5,10,"Dunsany",0
"28",2017-05-26 03:00:00,13.3,98,0,0,5,11,"Dunsany",0
"29",2017-05-26 04:00:00,13.1,98,0,6.7,7,8,"Dunsany",0
"30",2017-05-26 05:00:00,13.8,98,0,36.4,5,8,"Dunsany",0
"31",2017-05-26 05:00:00,16,83,0,38,8,121,"Dunsany",0
"32",2017-05-26 06:00:00,18,78,0,87,9,119,"Dunsany",0
"33",2017-05-26 07:00:00,19,74,0,141,10,118,"Dunsany",0
"34",2017-05-26 08:00:00,20,69,0,194,9,122,"Dunsany",0
"35",2017-05-26 09:00:00,21,64,0,241,9,130,"Dunsany",0
"36",2017-05-26 10:00:00,22,60,0,275,8,141,"Dunsany",0
"37",2017-05-26 11:00:00,23,57,0,293,8,150,"Dunsany",0
"38",2017-05-26 12:00:00,24,56,0,298,9,156,"Dunsany",0
"39",2017-05-26 13:00:00,24,55,0,291,10,152,"Dunsany",0
"40",2017-05-26 14:00:00,23,55,0,270,10,147,"Dunsany",0
"41",2017-05-26 15:00:00,23,56,0,222,9,146,"Dunsany",0
"42",2017-05-26 16:00:00,22,59,0,148,8,141,"Dunsany",0
"43",2017-05-26 17:00:00,22,62,0,110,6,143,"Dunsany",0
"44",2017-05-26 18:00:00,20,69,0,44,5,147,"Dunsany",0
"45",2017-05-26 19:00:00,19,76,0,18,4,134,"Dunsany",0
"46",2017-05-26 20:00:00,17,82,0,2,4,119,"Dunsany",0
"47",2017-05-26 21:00:00,16,86,0,0,3,121,"Dunsany",0
"48",2017-05-26 22:00:00,15,90,0,0,4,143,"Dunsany",0
"49",2017-05-26 23:00:00,14,90,0,0,4,152,"Dunsany",0
