"","date","temp","rhum","rain","solar","wdspd","wddir","stna","DayNo","irish_rules","dk_daily_spor","dk_infpressure","irish_rules_sensitive"
"1",2017-07-02 00:00:00,12.4,85,0,0,2,32,"OakPark",183,0,0,15,0
"2",2017-07-02 01:00:00,11.3,88,0,0,5,30,"OakPark",183,0,NA,15,0
"3",2017-07-02 02:00:00,10.2,91,0,0,2,31,"OakPark",183,0,NA,15,0
"4",2017-07-02 03:00:00,9,95,0,0,1,28,"OakPark",183,0,NA,15,0
"5",2017-07-02 04:00:00,8.1,95,0,6.5,1,33,"OakPark",183,0,NA,15,0
"6",2017-07-02 05:00:00,7.7,97,0,35.2,1,5,"OakPark",183,0,NA,15,0
"7",2017-07-02 06:00:00,9.9,97,0,96.7,1,26,"OakPark",183,0,NA,15,0
"8",2017-07-02 07:00:00,12.4,83,0,129.8,2,18,"OakPark",183,0,NA,15,0
"9",2017-07-02 08:00:00,13.6,81,0,166.5,1,28,"OakPark",183,0,NA,15,0
"10",2017-07-02 09:00:00,14.3,74,0,188.3,6,23,"OakPark",183,0,NA,15,0
"11",2017-07-02 10:00:00,14.9,72,0,213,6,28,"OakPark",183,0,NA,15,0
"12",2017-07-02 11:00:00,16.2,66,0,256.5,4,20,"OakPark",183,0,0,15,0
"13",2017-07-02 12:00:00,18,63,0,247,8,19,"OakPark",183,0,NA,15,0
"14",2017-07-02 13:00:00,18.8,61,0,266,9,20,"OakPark",183,0,NA,15,0
"15",2017-07-02 14:00:00,19.1,62,0,235.9,8,19,"OakPark",183,0,NA,15,0
"16",2017-07-02 15:00:00,19.1,65,0,84,12,19,"OakPark",183,0,NA,15,0
"17",2017-07-02 16:00:00,17.7,80,0.1,104.6,8,20,"OakPark",183,0,NA,15,0
"18",2017-07-02 17:00:00,19,71,0.1,68.4,9,19,"OakPark",183,0,NA,15,0
"19",2017-07-02 18:00:00,18.1,72,0,45.7,10,20,"OakPark",183,0,NA,15,0
"20",2017-07-02 19:00:00,17.2,76,0,22.5,9,19,"OakPark",183,0,NA,15,0
"21",2017-07-02 20:00:00,16.4,80,0,3.4,10,20,"OakPark",183,0,NA,15,0
"22",2017-07-02 21:00:00,15.6,83,0,0,9,19,"OakPark",183,0,NA,15,0
"23",2017-07-02 22:00:00,15.3,86,0,0,9,20,"OakPark",183,0,NA,15,0
"24",2017-07-02 23:00:00,14.9,87,0,0,7,22,"OakPark",183,0,NA,15,0
"25",2017-07-03 00:00:00,14.9,88,0,0,5,21,"OakPark",184,0,NA,15,0
"26",2017-07-03 01:00:00,14.8,89,0,0,4,22,"OakPark",184,0,NA,15,0
"27",2017-07-03 02:00:00,14.7,90,0,0,6,22,"OakPark",184,0,NA,15,0
"28",2017-07-03 03:00:00,14.6,90,0,0,5,26,"OakPark",184,0,NA,15,0
"29",2017-07-03 04:00:00,14.4,91,0,3.4,5,26,"OakPark",184,0,NA,15,0
"30",2017-07-03 05:00:00,14.5,89,0,11.5,5,28,"OakPark",184,0,NA,15,0
"31",2017-07-03 06:00:00,14.1,88,0,37.4,7,29,"OakPark",184,0,NA,15,0
"32",2017-07-03 07:00:00,14.4,84,0,53.1,6,31,"OakPark",184,0,NA,15,0
"33",2017-07-03 08:00:00,14.4,85,0,99.3,4,31,"OakPark",184,0,NA,15,0
"34",2017-07-03 09:00:00,15.6,75,0,133.6,6,29,"OakPark",184,0,NA,15,0
"35",2017-07-03 10:00:00,16.1,72,0,108.5,5,26,"OakPark",184,0,NA,15,0
"36",2017-07-03 11:00:00,16.4,72,0,127.4,6,28,"OakPark",184,0,0,15,0
"37",2017-07-03 12:00:00,16.9,73,0,146.7,5,25,"OakPark",184,0,NA,15.5,0
"38",2017-07-03 13:00:00,17.3,73,0,194,7,24,"OakPark",184,0,NA,15.9,0
"39",2017-07-03 14:00:00,18.4,68,0,81.9,3,28,"OakPark",184,0,NA,16.4,0
"40",2017-07-03 15:00:00,17.9,71,0,58.2,1,25,"OakPark",184,0,NA,16.8,0
"41",2017-07-03 16:00:00,16.4,86,0.5,36.2,3,18,"OakPark",184,0,NA,17.3,0
"42",2017-07-03 17:00:00,15.3,94,1.5,19.6,3,15,"OakPark",184,0,NA,17.8,0
"43",2017-07-03 18:00:00,14.7,96,1.5,13.8,3,6,"OakPark",184,0,NA,18.2,0
"44",2017-07-03 19:00:00,14.7,97,0.9,6,4,9,"OakPark",184,0,NA,18.7,0
"45",2017-07-03 20:00:00,14.9,98,0.9,1.1,4,12,"OakPark",184,0,NA,19.1,0
"46",2017-07-03 21:00:00,15.4,98,0.2,0,5,17,"OakPark",184,0,NA,19.6,0
"47",2017-07-03 22:00:00,15.1,98,0.1,0,4,17,"OakPark",184,0,NA,20,0
"48",2017-07-03 23:00:00,15.5,97,0,0,5,18,"OakPark",184,0,NA,20.5,0
"49",2017-07-04 00:00:00,15.6,94,0,0,5,21,"OakPark",185,0,NA,21,0
"50",2017-07-04 01:00:00,15,94,0,0,5,20,"OakPark",185,0,NA,21.4,0
"51",2017-07-04 02:00:00,14.7,93,0,0,6,18,"OakPark",185,0,NA,21.9,1
"52",2017-07-04 03:00:00,14.6,95,0,0,7,19,"OakPark",185,0,NA,22.3,2
"53",2017-07-04 04:00:00,14.3,96,0,1.2,8,19,"OakPark",185,0,NA,22.8,3
"54",2017-07-04 05:00:00,14.2,95,0,10.5,7,21,"OakPark",185,0,NA,23.2,4
"55",2017-07-04 06:00:00,14.6,94,0,45.7,5,19,"OakPark",185,0,NA,23.7,5
"56",2017-07-04 07:00:00,15.6,91,0,62.9,8,19,"OakPark",185,0,NA,24.2,6
"57",2017-07-04 08:00:00,16.7,86,0,77.5,6,21,"OakPark",185,0,NA,24.6,0
"58",2017-07-04 09:00:00,16.8,83,0,51.1,8,23,"OakPark",185,0,NA,25.1,0
"59",2017-07-04 10:00:00,17.1,84,0.1,65.4,9,22,"OakPark",185,0,NA,25.5,0
"60",2017-07-04 11:00:00,17.6,78,0,87.8,10,23,"OakPark",185,0,15,26,0
"61",2017-07-04 12:00:00,18.3,74,0,191.5,10,23,"OakPark",185,0,NA,26,0
"62",2017-07-04 13:00:00,19.8,68,0,279,13,23,"OakPark",185,0,NA,26,0
"63",2017-07-04 14:00:00,20.5,69,0,161,9,25,"OakPark",185,0,NA,26,0
"64",2017-07-04 15:00:00,20.5,68,0,80.6,8,23,"OakPark",185,0,NA,26,0
"65",2017-07-04 16:00:00,19.7,72,0,51.4,8,23,"OakPark",185,0,NA,26,0
"66",2017-07-04 17:00:00,18.8,79,0,64.8,6,23,"OakPark",185,0,NA,26,0
"67",2017-07-04 18:00:00,19.6,77,0,35,7,23,"OakPark",185,0,NA,26,0
"68",2017-07-04 19:00:00,19.2,80,0,32.1,6,24,"OakPark",185,0,NA,26,0
"69",2017-07-04 20:00:00,18.4,79,0,4.6,6,27,"OakPark",185,0,NA,26,0
"70",2017-07-04 21:00:00,16.6,84,0,0,5,29,"OakPark",185,0,NA,26,0
"71",2017-07-04 22:00:00,15.4,86,0,0,2,33,"OakPark",185,0,NA,26,0
"72",2017-07-04 23:00:00,14.3,91,0,0,3,29,"OakPark",185,0,NA,26,0
"73",2017-07-05 00:00:00,14.6,89,0,0,3,32,"OakPark",186,0,NA,26,0
"74",2017-07-05 01:00:00,13.8,93,0,0,1,27,"OakPark",186,0,NA,26,0
"75",2017-07-05 02:00:00,12.4,95,0,0,2,34,"OakPark",186,0,NA,26,0
"76",2017-07-05 03:00:00,12.4,97,0,0,0,29,"OakPark",186,0,NA,26,0
"77",2017-07-05 04:00:00,12.8,96,0,4.6,3,34,"OakPark",186,0,NA,26,0
"78",2017-07-05 05:00:00,12.3,96,0,31.5,2,36,"OakPark",186,0,NA,26,0
"79",2017-07-05 06:00:00,14.4,88,0,83.8,2,7,"OakPark",186,0,NA,26,0
"80",2017-07-05 07:00:00,15.4,81,0,139.4,2,3,"OakPark",186,0,NA,26,0
"81",2017-07-05 08:00:00,15.5,77,0,145.2,4,1,"OakPark",186,0,NA,26,0
"82",2017-07-05 09:00:00,17,70,0,267.1,1,7,"OakPark",186,0,NA,26,0
"83",2017-07-05 10:00:00,18.5,67,0,301.1,3,22,"OakPark",186,0,NA,26,0
"84",2017-07-05 11:00:00,19.7,65,0,281.1,4,10,"OakPark",186,0,0,26,0
"85",2017-07-05 12:00:00,21,64,0,170.2,7,18,"OakPark",186,0,NA,26.4,0
"86",2017-07-05 13:00:00,20.4,68,0,174.6,5,19,"OakPark",186,0,NA,26.8,0
"87",2017-07-05 14:00:00,20.5,68,0,162.1,7,22,"OakPark",186,0,NA,27.2,0
"88",2017-07-05 15:00:00,21.2,69,0,88,7,19,"OakPark",186,0,NA,27.7,0
"89",2017-07-05 16:00:00,19.9,74,0,65.8,7,19,"OakPark",186,0,NA,28.1,0
"90",2017-07-05 17:00:00,20.3,73,0,50.5,4,21,"OakPark",186,0,NA,28.5,0
"91",2017-07-05 18:00:00,20.1,73,0,39.1,4,21,"OakPark",186,0,NA,28.9,0
"92",2017-07-05 19:00:00,20.3,74,0,41.5,1,22,"OakPark",186,0,NA,29.3,0
"93",2017-07-05 20:00:00,19.1,81,0,5.2,2,33,"OakPark",186,0,NA,29.8,0
"94",2017-07-05 21:00:00,18,88,0,0,2,31,"OakPark",186,0,NA,30.2,0
"95",2017-07-05 22:00:00,17.6,89,0,0,3,13,"OakPark",186,0,NA,30.6,0
"96",2017-07-05 23:00:00,16.3,92,0,0,2,12,"OakPark",186,0,NA,31,0
"97",2017-07-06 00:00:00,16,92,0,0,4,17,"OakPark",187,0,NA,31.4,0
"98",2017-07-06 01:00:00,15.1,94,0,0,2,13,"OakPark",187,0,NA,31.8,0
"99",2017-07-06 02:00:00,14.5,95,0,0,3,13,"OakPark",187,0,NA,32.2,0
"100",2017-07-06 03:00:00,13.6,96,0,0,4,14,"OakPark",187,0,NA,32.7,0
